"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"17140",151446489,"IGSF10",2535.10771840543,1138
"17142",151454595,"ARMT1",4937.48091603053,3011
"17144",151458499,"ARMT1",5081.91263782867,928
"17147",151464110,"RIF1",512.888888888889,534
"17149",151464545,"SLC36A1",7565.88040712468,353
"17150",151465091,"SLC36A1",3868.06022052587,477
"17151",151476626,"SLC36A1",4166.59117896522,1395
"17152",151477338,"RHEB",5866.29346904156,3289
"17154",151519119,"CGN",3968.49787955895,1725
"17155",151520654,"CGN",4231.42069550466,1144
"17156",151524272,"CGN",3646.04156064461,1656
"17157",151529916,"CGN",4707.96946564886,2126
"17158",151536379,"CCDC170",1975.25021204411,2609
"17161",151562670,"TUFT1",1239.11195928753,3173
"17162",151563526,"FAT2",8506.09923664122,779
"17164",151567164,"FAT2",12201.7769296014,706
"17165",151568109,"FAT2",11164.9728583545,3951
"17169",151574310,"TUFT1",2043.8524173028,721
"17170",151576419,"PRKAG2",6367.27141645462,1703
"17171",151577538,"FAM160A1",4287.38252756573,916
"17172",151577966,"FAM160A1",2879.91433418151,947
"17174",151585970,"CCDC170",1006.64631043257,585
"17175",151612413,"SNX27",7335.4427480916,2374
"17176",151625503,"PASD1",4562.31891433418,2612
"17177",151627153,"NEB",8580.56234096692,3370
"17181",151649612,"FAM160A1",777.627650551315,1139
"17184",151664272,"PASD1",2527.17981340119,851
"17185",151669668,"SPARC",1610.48006785411,466
"17186",151671589,"SPARC",1802.16539440204,230
"17188",151671765,"PASD1",5913.67854113656,665
"17189",151673192,"SPARC",990.417302798982,1080
"17190",151674650,"SPARC",1160.18490245971,519
"17193",15168531,"NMT2",3256.06106870229,2367
"17194",15168637,"C1orf195",3185.2417302799,1003
"17195",15168703,"C1orf195",2216.50466497031,3
"17196",15168765,"C1orf195",5333.97285835454,1750
"17197",151700024,"PRRG3",1355.05852417303,2300
"17198",151700559,"PRRG3",3760.22391857506,1317
"17200",151700762,"PRRG3",5015.03647158609,1051
"17207",151716193,"FATE1",5707.24342663274,1677
"17208",151716938,"GATB",2052.85920271416,490
"17211",151721497,"FATE1",5458.69635284139,2463
"17212",151721578,"RIIAD1",2747.83715012723,541
"17213",151721619,"RIIAD1",4008.81340118745,812
"17214",151722116,"RIIAD1",1955.03986429177,634
"17215",151722148,"RIIAD1",2882.41984732824,1452
"17218",151740814,"AADACL2",1634.34775233249,1226
"17220",151743426,"CNGA2",2031.59287531807,2120
"17221",151743699,"CNGA2",4342.74554707379,676
"17224",151746421,"ATOX1",5302.29346904156,3944
"17229",151762122,"MRPL9",1326.64885496183,1058
"17231",151762485,"MRPL9",1025.39016115352,436
"17232",151768111,"OAZ3",4664.21543681086,3008
"17234",151768183,"OAZ3",4030.55894826124,2586
"17235",151770192,"OAZ3",1777.14418999152,3957
"17239",15177159,"INSC",4991.85326547922,4013
"17242",151780113,"TDRKH",4301.25106022053,1084
"17243",151781263,"PRKAG2",2697.34775233249,3435
"17244",151782921,"TDRKH",583.235793044953,799
"17249",151799287,"G3BP1",2324.32485156913,616
"17250",151801690,"LINGO4",3821.42239185751,2600
"17252",151802202,"LINGO4",2048.00763358779,2061
"17253",151802369,"LINGO4",5070.04834605598,2606
"17256",151814174,"ARL5A",5907.98897370653,1716
"17258",151814583,"RORC",1745.44614079729,2
"17259",151815041,"RORC",6786.77353689567,3
"17261",151816738,"RORC",2792.25530110263,2118
"17263",151817539,"AADAC",9748.70737913486,1982
"17264",151824724,"AADAC",5128.54792196777,1501
"17265",151824798,"AADAC",1635.25614927905,1271
"17266",151827706,"AADAC",6135.491942324,3171
"17267",151828136,"ARL5A",5419.90076335878,2676
"17269",151838408,"C2CD4D",6358.86513994911,385
"17271",151838854,"C2CD4D",2348.74385072095,2653
"17272",151842621,"ESR1",6596.29346904156,2923
"17273",15184393,"NOTCH3",1335.03562340967,360
"17274",151848284,"THEM5",2490.62340966921,2023
"17275",151851152,"THEM5",10497.8405428329,1226
"17276",151851505,"GLRA1",4765.4877014419,633
"17278",151853474,"THEM5",3450.93638676845,763
"17280",151859938,"GLRA1",6077.68617472434,572
"17281",151860727,"CACNB4",5408.97625106022,418
"17283",15187312,"NOTCH3",669.699745547074,632
"17284",151880674,"SUCNR1",4582.24088210348,2
"17286",151880795,"SUCNR1",1797.97201017812,1771
"17287",151881058,"SUCNR1",299.73197625106,1850
"17289",151886726,"GLRA1",6559.31467345208,1813
"17291",151889244,"THEM4",3821.18575063613,3681
"17292",151892344,"GLRA1",933.050042408821,1665
"17297",151923866,"MAGEA4",1901.60305343511,1456
"17298",151923919,"MAGEA4",4835.81085665819,2624
"17299",151924002,"MAGEA4",5675.18150975403,2512
"17300",151924203,"MAGEA4",6213.55894826124,725
"17301",151944388,"ESR1",2251.61153519932,1497
"17302",151955538,"GABRE",1898.67175572519,1235
"17305",151969684,"GABRE",10728.1170483461,1320
"17306",151983100,"GALNTL5",710.14673452078,1604
"17307",151983269,"S100A10",2448.78710771841,1173
"17309",151986152,"S100A10",3855.80067854114,426
"17310",151986209,"S100A10",7130.06191687871,3714
"17312",152002762,"GALNTL5",1324.45462256149,667
"17315",152033653,"S100A11",4909.68532654792,3950
"17316",152033733,"S100A11",3014.60135708227,1234
"17317",152033774,"S100A11",2807.49872773537,1639
"17318",15203848,"TTC39B",2080.19508057676,627
"17320",152086333,"TCHHL1",2565.41645462256,561
"17321",152086560,"TCHHL1",4838.61407972858,2785
"17322",152087011,"TCHHL1",5696.68787107718,2223
"17323",152087208,"TCHHL1",4821.77523324852,723
"17324",152094402,"GALNT11",4279.18405428329,753
"17325",152108082,"GALNT11",5692.82188295165,729
"17327",152110426,"TCHH",8695.76929601357,1502
"17329",152111057,"TCHH",4008.385072095,1067
"17331",152112616,"TCHH",2702.87107718405,1611
"17333",152115304,"MAGEA5",4542.32824427481,1841
"17335",152115323,"MAGEA5",2710.74639525021,1301
"17340",152115444,"MAGEA5",4678.96861747243,2926
"17343",152135284,"MAGEA10",5838.66242578456,798
"17344",152135366,"MAGEA10",13378.9287531807,1301
"17345",152135434,"MAGEA10",5121.0042408821,1363
"17346",15214321,"FAM171A1",1081.80237489398,1000
"17347",152143860,"STAM2",5702.85835453774,1295
"17348",152147234,"STAM2",4162.96352841391,1167
"17349",152148100,"STAM2",9783.29770992366,2649
"17350",15215137,"TMEM51",2428.65733672604,1372
"17353",152156224,"RPTN",143.812553011026,868
"17357",152176651,"KMT2C",9632.33333333333,2573
"17358",152177618,"KMT2C",6723.32569974555,3829
"17359",152189912,"GABRA3",6082.42493638677,2
"17360",15219364,"TMEM51",4344.11620016964,2060
"17361",152194014,"KMT2C",4512.74809160305,542
"17362",15219416,"TMEM51",1270.39609838846,3684
"17363",15220911,"CAPN7",4222.88295165394,971
"17366",152216596,"HRNR",4457.99406276505,1704
"17367",152217415,"HRNR",7428.48176420695,389
"17369",152220489,"HRNR",8576.87022900763,2044
"17370",152252674,"KMT2C",8692.70737913486,603
"17371",152255854,"GABRA3",5868.30873621713,2724
"17372",15225977,"TTC39B",3612.36132315522,1358
"17374",15228059,"EPHX3",1510.63443596268,20
"17376",152284673,"GABRA3",12072.0899067006,3223
"17377",15229968,"MACROD2",11980.3197625106,1956
"17379",152307520,"FLG",5334.33502968618,1250
"17380",15230977,"EPHX3",14714.7820186599,2938
"17381",152310373,"FLG",6022.11280746395,1361
"17382",152311115,"FLG",6882.26378286684,1971
"17384",152313062,"FLG",2325.70568278202,545
"17385",15231970,"EPHX3",2343.59966072943,1413
"17388",152330762,"FBXW7",3548.34351145038,1286
"17389",152331384,"SYNE1",1457.4877014419,1434
"17390",152340701,"TMEM14E",3768.49618320611,1574
"17391",152340734,"TMEM14E",2700.78880407125,1955
"17392",152340810,"TMEM14E",8186.34860050891,4586
"17393",152340881,"TMEM14E",6193.73621713316,817
"17394",152350102,"FBXW7",2850.51738761662,2237
"17395",152354254,"FLG2",3053.87531806616,655
"17396",152354697,"SYNE1",4514.08905852417,762
"17397",152355089,"FLG2",2774.20610687023,46
"17401",152398126,"NMUR2",716.239185750636,1001
"17403",152404750,"NMUR2",975.970313825276,648
"17404",152404971,"NMUR2",2156.94317217981,1261
"17405",15240506,"CAPN7",9070.49109414758,3
"17406",152410288,"CRNN",3434.08905852417,700
"17407",152410467,"CRNN",3000.56234096692,4130
"17409",152411610,"FBXW7",1603.26972010178,746
"17410",152412104,"CRNN",8564.73706530958,794
"17411",152414999,"MBNL1",2961.97794741306,1328
"17413",152445299,"MBNL1",1519.86683630195,1255
"17414",152450779,"SYNE1",1663.49703138253,2272
"17415",152471602,"SYNE1",6121.93299406276,2544
"17416",15248664,"FAM171A1",5758.7497879559,2358
"17419",152511590,"LCE5A",12114.4877014419,2898
"17420",152511652,"LCE5A",5853.27905004241,3660
"17421",152511701,"LCE5A",1529.4877014419,475
"17422",152511760,"LCE5A",4300.18320610687,7364
"17424",152515430,"CRCT1",3626.47328244275,2183
"17425",152515539,"CRCT1",4731.16454622561,301
"17426",152515559,"CRCT1",8658.09160305344,1861
"17427",15252369,"ASB9",1671.91263782867,1439
"17430",152560921,"FMNL2",2513.53180661578,1908
"17433",152566113,"LCE3E",5826.48600508906,4
"17434",152566140,"LCE3E",4072.9957591179,512
"17436",152579838,"LCE3D",900.982188295165,1068
"17437",152579868,"LCE3D",1512.67938931298,839
"17439",1525890,"IFT140",5944.7336726039,3273
"17440",15258906,"ASB9",3381.39185750636,1214
"17442",15259130,"PMP22",5961.55555555556,2189
"17443",152600773,"LCE3C",1706.59457167091,1967
"17444",152600831,"LCE3C",3126.82103477523,638
"17445",152600853,"LCE3C",2291.27396098388,850
"17446",152600878,"LCE3C",2169.81933842239,1605
"17449",152613917,"LCE3B",5304.53350296862,443
"17450",152613937,"LCE3B",2260.78710771841,1158
"17451",152613960,"LCE3B",210.544529262087,1333
"17452",152618931,"FMNL2",3284.06785411366,494
"17455",152623013,"LCE3A",1844.74809160305,876
"17456",152623051,"LCE3A",2218.66666666667,1876
"17457",152625485,"FMNL2",2198.12892281595,1909
"17458",152626652,"FMNL2",3196.87022900763,5853
"17459",15263520,"BRD4",1454.83884648007,288
"17460",152649006,"XRCC2",812.79219677693,1551
"17461",152649210,"XRCC2",6214.23833757422,1120
"17462",152649276,"XRCC2",1042.91263782867,841
"17463",152649859,"GABRQ",6375.35793044953,1223
"17464",152650516,"GABRQ",7845.96607294317,1027
"17465",152651626,"GABRQ",3162.18490245971,62
"17466",152652554,"GABRQ",3708.77692960136,446
"17468",152652851,"TMEM154",6106.24427480916,7117
"17469",152652892,"TMEM154",3293.77608142494,881
"17471",152660769,"XRCC2",3876.02629346904,1360
"17473",152664187,"LCE2D",1184.53859202714,1188
"17474",152664233,"LCE2D",4632.06361323155,5
"17476",152670298,"PRPF40A",105.363019508058,1323
"17478",152676057,"LCE2C",6816.33502968618,748
"17480",152676156,"LCE2C",6285.17557251908,3393
"17481",152676180,"LCE2C",4193.36641221374,4
"17486",152686971,"LCE2B",3930.5122985581,1310
"17487",152686999,"LCE2B",7003.17557251908,3253
"17488",152687040,"LCE2B",1155.37319762511,617
"17489",15269718,"SH3BP5",5794.65309584394,640
"17491",152698983,"LCE2A",1435.84393553859,578
"17493",152699032,"LCE2A",2846.13401187447,548
"17494",152699054,"LCE2A",1575.52841391009,2382
"17495",152700981,"MAGEA3",6093.13825275657,1055
"17497",152701357,"MAGEA3",6624.20780322307,1274
"17498",152701422,"MAGEA3",6690.26208651399,2679
"17499",152709121,"LCE4A",2558.24936386768,276
"17500",152709158,"LCE4A",3811.64885496183,716
"17501",152709184,"LCE4A",1657.46055979644,1378
"17502",152709267,"LCE4A",1246.76759966073,298
"17509",152719007,"ARL6IP6",2209.60559796438,1210
"17511",152719678,"C1orf68",5621.83290924512,2005
"17512",152719724,"C1orf68",978.746395250212,608
"17514",152721775,"MYCT1",11479.2586938083,756
"17515",152721896,"MYCT1",5946.70568278202,964
"17516",152721932,"MYCT1",5096.20186598813,1764
"17517",152721997,"MYCT1",3209.25360474979,2565
"17518",15272441,"FHAD1",714.746395250212,944
"17519",152728089,"CSAG1",5419.80831212892,651
"17520",152728152,"CSAG1",6060.14249363868,5754
"17521",152728207,"CSAG1",3759.15436810857,393
"17522",152732445,"CSAG1",4823.96098388465,799
"17525",152736553,"MAGEA12",1290.68617472434,1496
"17526",152750942,"MAGEA2",2832.92536047498,2621
"17527",152751037,"MAGEA2",6920.79219677693,2643
"17528",152751114,"MAGEA2",6201.24766751484,1141
"17530",152752250,"VIP",3154.53180661578,434
"17532",152754284,"VIP",4261.631043257,2768
"17533",152755369,"VIP",1553.08057675997,725
"17534",152759388,"CSAG3",4160.30788804071,462
"17535",152759418,"CSAG3",2210.20356234097,2176
"17536",152759511,"CSAG3",2231.90330788804,356
"17537",152759947,"KPRP",3559.69635284139,698
"17538",152760170,"KPRP",4189.26887192536,2805
"17539",152760403,"KPRP",7983.29940627651,1423
"17542",152767414,"MAGEA6",772.437659033079,643
"17543",152767504,"MAGEA6",3148.12383375742,1363
"17544",152770188,"TIGD4",3516.84732824427,606
"17546",152770529,"TIGD4",2631.37913486005,1376
"17547",152770611,"TIGD4",2482.43596268024,1522
"17548",152776441,"LCE1F",2537.78965224767,1170
"17549",152776478,"LCE1F",3955.98134011874,2489
"17550",152776515,"LCE1F",1888.91263782867,1344
"17551",152776580,"LCE1F",924.019508057676,1313
"17552",152787345,"LCE1E",1382.35623409669,1905
"17553",152787365,"LCE1E",2165.29770992366,1313
"17554",152787392,"LCE1E",11705.1984732824,3135
"17557",152797872,"LCE1D",5780.79983036472,427
"17559",152797974,"LCE1D",10487.0754877014,1510
"17561",152800572,"ACTR3B",6412.67769296014,4032
"17566",1528087,"PLK5",22246.5674300254,12966
"17567",152812513,"LCE1B",2286.88040712468,888
"17568",152812553,"LCE1B",3019.46140797286,4
"17569",152812637,"LCE1B",815.84139100933,821
"17570",152812655,"LCE1B",5098.4877014419,619
"17572",152816538,"ACTR3B",2983.28329092451,1915
"17573",152823408,"ACTR3B",2381.67260390161,1545
"17574",152827518,"LCE1A",1528.50212044105,10
"17575",152827538,"LCE1A",1012.87871077184,1307
"17576",152827579,"LCE1A",1145.21289228159,665
"17578",152829154,"CETN2",4901.48685326548,1576
"17582",152835898,"P2RY1",1799.78880407125,702
"17583",152836138,"P2RY1",3748.96352841391,1884
"17585",152836472,"P2RY1",4520.40288379983,1892
"17587",152843584,"LCE6A",9937.14164546226,689
"17588",152843611,"LCE6A",1030.52671755725,3234
"17589",152843635,"LCE6A",4476.89991518236,817
"17590",152843659,"LCE6A",4017.82951653944,2103
"17591",152850285,"NSDHL",5089.91433418151,582
"17592",152850367,"NSDHL",2508.96352841391,1650
"17593",152858900,"NSDHL",5140.65903307888,1558
"17594",152865879,"NSDHL",4547.91009329941,430
"17595",152870820,"ARFIP1",3931.16030534351,554
"17596",152881009,"ARFIP1",4160.98134011874,696
"17598",152882784,"ARFIP1",2767.81170483461,2
"17599",152884485,"SMCP",2306.37234944869,1986
"17600",152884557,"SMCP",3958.40033927057,426
"17601",152884615,"SMCP",4956.99660729432,3991
"17602",152884634,"SMCP",4360.6395250212,2444
"17605",152910081,"IVL",3842.78456318914,1170
"17607",152910665,"IVL",1731.1967769296,522
"17610",152920744,"ZNF185",2457.72349448685,1646
"17611",15293285,"ASB11",4599.07124681934,1770
"17612",152943301,"FHDC1",4918.22815945717,1947
"17613",152945275,"ZNF185",1551.47921967769,1552
"17614",1529463,"PLK5",7475.02629346904,3
"17617",152967997,"FHDC1",1982.76590330789,1393
"17620",152971972,"SPRR4",2098.35199321459,766
"17621",152971985,"SPRR4",2775.59881255301,1910
"17624",152975414,"FBXO5",1491.63613231552,690
"17625",152975502,"FBXO5",1266.15521628499,1610
"17626",15297662,"ASB11",3301.68617472434,311
"17628",152985274,"SPRR1A",7221.16284987277,2043
"17629",152985316,"SPRR1A",2071.58693808312,1089
"17631",152985386,"SPRR1A",5026.5122985581,690
"17632",152990842,"PNMA5",3543.58015267176,605
"17633",152990932,"PNMA5",8923.8812553011,1074
"17634",152991176,"PNMA5",7573.79219677693,2922
"17635",152991516,"PNMA5",9439.8235793045,931
"17637",152998550,"MTRF1L",6834.98897370653,2128
"17640",153003130,"SPRR3",9629.96352841391,4591
"17642",153003264,"SPRR3",570.501272264631,949
"17643",153003316,"SPRR3",8560.60135708227,3458
"17645",153026466,"RGS17",3935.27396098388,1112
"17646",153026537,"RGS17",2147.77608142494,1259
"17647",153032389,"SPRR1B",3120.84308736217,741
"17648",153032426,"SPRR1B",3259.95674300254,1073
"17649",153032455,"SPRR1B",2695.11959287532,1190
"17650",153032473,"SPRR1B",3309.22222222222,1618
"17651",153040233,"SPRR2D",5963.12637828668,3868
"17652",153040234,"SPRR2D",3570.96776929601,767
"17653",153040239,"SPRR2D",4750.55894826124,1728
"17654",153040246,"SPRR2D",2067.23579304495,907
"17655",15304209,"SH3BP5",4235.87107718405,2871
"17656",153043973,"RGS17",3809.57760814249,1120
"17658",153056644,"SPRR2A",3389.82612383376,1443
"17659",153056675,"SPRR2A",4693.40458015267,1007
"17660",153056691,"SPRR2A",2398.18320610687,697
"17661",153057351,"PNMA3",5729.16200169635,1059
"17662",153057583,"PNMA3",5000.20356234097,590
"17664",153057951,"PNMA3",8076.28922815946,3056
"17665",153070727,"SPRR2B",3433.93723494487,3983
"17666",153070750,"SPRR2B",1292.41306191688,837
"17670",153073178,"PNMA6A",1444.73536895674,701
"17671",153073262,"PNMA6A",2602.26547921968,1092
"17672",153073351,"PNMA6A",3535.1679389313,1245
"17673",153073612,"PNMA6A",4421.70653095844,1633
"17678",153112605,"SPRR2F",4656.77184054283,756
"17679",153112621,"SPRR2F",3442.97455470738,1640
"17681",153112686,"SPRR2F",969.087362171332,685
"17682",15313180,"FHAD1",3142.35877862595,1013
"17683",15314132,"TEKT3",1428.76420695505,1333
"17684",153149968,"SPRR2G",4038.62765055131,1114
"17686",153150020,"SPRR2G",4970.02629346904,1296
"17687",153150097,"SPRR2G",4989.52078032231,1124
"17688",15315439,"ASB11",1139.48939779474,1065
"17689",153162758,"RAP2B",7906.77184054283,1200
"17690",153162819,"RAP2B",12150.8863443596,3606
"17691",153162866,"RAP2B",6069.65139949109,4396
"17692",153162936,"RAP2B",5819.32230703986,4191
"17693",1531786,"PLK5",8604.97879558948,2864
"17694",153182606,"MAGEA1",1977.65648854962,773
"17697",153182989,"MAGEA1",4566.64291772689,1006
"17698",153204746,"LELP1",5550.65394402036,6177
"17699",153204810,"LELP1",7999.29177268872,702
"17700",153204850,"LELP1",2736.64206955047,1694
"17701",153204896,"LELP1",2928.82866836302,407
"17703",153218230,"PRR9",2239.25869380831,983
"17704",153218268,"PRR9",3104.80067854114,1146
"17708",153261111,"LOR",2880.15776081425,2690
"17711",153276124,"TRIM2",2947.88464800679,5067
"17712",153295410,"TRIM2",2874.03138252757,1464
"17713",153295555,"TRIM2",5121.2705682782,1648
"17716",153304995,"PGLYRP3",4216.50720949958,1093
"17718",153307167,"PGLYRP3",5469.72434266327,3005
"17719",15331130,"TEKT3",2706.56064461408,1592
"17721",15331411,"PIGA",2633.23240033927,226
"17724",15331618,"PIGA",1347.88549618321,611
"17725",15331825,"PIGA",2207.10517387617,1886
"17726",15332277,"SH3BP5",2304.30703986429,517
"17727",153340521,"PGLYRP4",1377.00254452926,84
"17729",153345265,"PGLYRP4",2497.39440203562,628
"17730",153345617,"ZNF275",4116.68532654792,1970
"17731",153346151,"PGLYRP4",2623.22731128075,2
"17732",153346930,"ZNF275",2646.96013570823,539
"17737",153358384,"S100A9",2086.14588634436,2204
"17738",153358519,"MND1",2796.01441899915,2920
"17740",153360660,"S100A9",3807.59541984733,2603
"17743",153374507,"S100A12",3872.08651399491,731
"17744",153374531,"S100A12",8797.96607294317,1200
"17745",153374571,"S100A12",3304.40882103478,493
"17746",153390404,"S100A8",3223.52756573367,2540
"17750",153418101,"S100A7A",2883.58948261238,2580
"17751",153418142,"S100A7A",1154.03647158609,559
"17752",153418208,"S100A7A",6574.95759117897,750
"17753",153418758,"ZFP92",5262.89567430025,2844
"17754",153419197,"S100A7A",434.930449533503,1112
"17755",153420328,"ZFP92",7292.47497879559,2373
