Gene	sgRNA	Cont|beta	Cont|z	Cont|p-value	Cont|fdr	Cont|wald-p-value	Cont|wald-fdr
Non-Targeting Control 824	1	0.15127	0.65832	0.32443	0.79014	0.51033	0.71937
Non-Targeting Control 825	1	0.18151	0.64817	0.22429	0.72327	0.51687	0.71937
Non-Targeting Control 826	1	0.098208	0.67639	0.54748	0.88852	0.4988	0.71937
Non-Targeting Control 827	1	0.11798	0.66963	0.46171	0.8591	0.5031	0.71937
Non-Targeting Control 828	1	0.081181	0.68225	0.63087	0.91413	0.49508	0.71937
Non-Targeting Control 829	1	0.14523	0.66039	0.34745	0.80453	0.50901	0.71937
Non-Targeting Control 830	1	0.12035	0.66895	0.45107	0.85579	0.50353	0.71937
Non-Targeting Control 831	1	0.20312	0.64106	0.16592	0.67858	0.52148	0.71937
Non-Targeting Control 832	1	0.21991	0.63548	0.12813	0.64273	0.52511	0.71937
Non-Targeting Control 833	1	0.13534	0.66372	0.38887	0.82578	0.50687	0.71937
Non-Targeting Control 834	1	0.093139	0.67814	0.57314	0.89761	0.49768	0.71937
Non-Targeting Control 835	1	0.10688	0.67342	0.5092	0.87725	0.50068	0.71937
Non-Targeting Control 836	1	0.20084	0.6418	0.17069	0.68206	0.52101	0.71937
Non-Targeting Control 837	1	0.12708	0.66653	0.42209	0.84302	0.50507	0.71937
Non-Targeting Control 838	1	0.24377	0.62767	0.086615	0.60179	0.53022	0.71937
Non-Targeting Control 839	1	0.15613	0.65668	0.30713	0.78057	0.51139	0.71937
Non-Targeting Control 840	1	0.065864	0.68753	0.69854	0.93288	0.49175	0.71937
Non-Targeting Control 841	1	0.14079	0.66186	0.36535	0.81319	0.50806	0.71937
Non-Targeting Control 842	1	0.093007	0.6782	0.57364	0.89761	0.49765	0.71937
Non-Targeting Control 843	1	0.25883	0.62275	0.066179	0.56042	0.53345	0.71999
Non-Targeting Control 844	1	0.11777	0.66971	0.46246	0.85969	0.50304	0.71937
Non-Targeting Control 845	1	0.29099	0.61237	0.038534	0.4862	0.5403	0.72276
Non-Targeting Control 846	1	0.32811	0.6007	0.020684	0.38915	0.54804	0.72715
Non-Targeting Control 847	1	0.19444	0.64393	0.18656	0.69379	0.51962	0.71937
Non-Targeting Control 848	1	0.085992	0.68058	0.60735	0.90988	0.49614	0.71937
Non-Targeting Control 849	1	0.21618	0.63714	0.13678	0.65267	0.52404	0.71937
Non-Targeting Control 850	1	0.075253	0.68431	0.65583	0.92271	0.49378	0.71937
Non-Targeting Control 851	1	0.15051	0.65859	0.32732	0.79219	0.51016	0.71937
Non-Targeting Control 852	1	0.22826	0.63274	0.11376	0.62899	0.5269	0.71937
Non-Targeting Control 853	1	0.19377	0.64413	0.18795	0.69455	0.51949	0.71937
Non-Targeting Control 854	1	0.12129	0.6685	0.44749	0.85494	0.50381	0.71937
Non-Targeting Control 855	1	0.28825	0.61324	0.039877	0.49052	0.53971	0.7226
Non-Targeting Control 856	1	0.19413	0.644	0.187	0.69401	0.51957	0.71937
Non-Targeting Control 857	1	0.26383	0.62113	0.060909	0.54913	0.53451	0.72071
Non-Targeting Control 858	1	0.14861	0.65922	0.33517	0.79813	0.50976	0.71937
Non-Targeting Control 859	1	0.1877	0.64619	0.20416	0.70562	0.51816	0.71937
Non-Targeting Control 860	1	0.14635	0.65999	0.34338	0.80323	0.50926	0.71937
Non-Targeting Control 861	1	0.25528	0.62391	0.070406	0.56913	0.53269	0.71965
Non-Targeting Control 862	1	0.13266	0.66463	0.39971	0.82861	0.50629	0.71937
Non-Targeting Control 863	1	0.070085	0.6861	0.67845	0.92786	0.49265	0.71937
Non-Targeting Control 864	1	0.083165	0.68156	0.62043	0.91303	0.49552	0.71937
Non-Targeting Control 865	1	0.22451	0.63397	0.11973	0.63275	0.5261	0.71937
Non-Targeting Control 866	1	0.13052	0.66536	0.40811	0.8334	0.50582	0.71937
Non-Targeting Control 867	1	0.15995	0.65542	0.29371	0.77125	0.5122	0.71937
Non-Targeting Control 868	1	0.15207	0.65805	0.3216	0.78917	0.5105	0.71937
Non-Targeting Control 869	1	0.262	0.62173	0.062649	0.55154	0.53412	0.72047
Non-Targeting Control 870	1	0.11694	0.66998	0.46639	0.86245	0.50287	0.71937
Non-Targeting Control 871	1	0.21367	0.63755	0.1421	0.658	0.52377	0.71937
Non-Targeting Control 872	1	0.10984	0.67241	0.49712	0.87255	0.50132	0.71937
Non-Targeting Control 873	1	0.15371	0.65752	0.31668	0.78717	0.51085	0.71937
Non-Targeting Control 874	1	0.12814	0.66616	0.41776	0.84147	0.50531	0.71937
Non-Targeting Control 875	1	0.25341	0.62452	0.073439	0.58052	0.53228	0.71963
Non-Targeting Control 876	1	0.19903	0.6424	0.17507	0.6849	0.52061	0.71937
Non-Targeting Control 877	1	0.08591	0.68063	0.60745	0.90988	0.4961	0.71937
Non-Targeting Control 878	1	0.044643	0.69491	0.80201	0.95921	0.48711	0.71937
Non-Targeting Control 879	1	0.15263	0.65789	0.31971	0.7879	0.51061	0.71937
Non-Targeting Control 880	1	0.19721	0.643	0.17979	0.68849	0.52022	0.71937
Non-Targeting Control 881	1	0.16786	0.65275	0.26631	0.75375	0.51392	0.71937
Non-Targeting Control 882	1	0.1214	0.66847	0.4467	0.85407	0.50383	0.71937
Non-Targeting Control 883	1	-0.089578	-0.74317	0.6515	0.92152	0.45738	0.70999
Non-Targeting Control 884	1	-0.34625	-0.84109	0.1878	0.69443	0.4003	0.66695
Non-Targeting Control 885	1	0.076548	0.68386	0.64991	0.92082	0.49407	0.71937
Non-Targeting Control 886	1	0.13427	0.66408	0.3935	0.82799	0.50664	0.71937
Non-Targeting Control 887	1	0.10985	0.67241	0.49702	0.87255	0.50133	0.71937
Non-Targeting Control 888	1	0.095156	0.67742	0.5622	0.89468	0.49814	0.71937
Non-Targeting Control 889	1	0.1026	0.67488	0.52914	0.88301	0.49975	0.71937
Non-Targeting Control 890	1	0.06365	0.6883	0.70908	0.93744	0.49127	0.71937
Non-Targeting Control 891	1	0.3093	0.60651	0.028292	0.4387	0.54418	0.72442
Non-Targeting Control 892	1	0.095219	0.67747	0.56156	0.89468	0.49811	0.71937
Non-Targeting Control 893	1	0.148	0.65946	0.33776	0.80021	0.5096	0.71937
Non-Targeting Control 894	1	0.11382	0.67104	0.48026	0.86822	0.50219	0.71937
Non-Targeting Control 895	1	0.11155	0.67183	0.48971	0.86982	0.50169	0.71937
Non-Targeting Control 896	1	0.24332	0.6278	0.087411	0.60235	0.53013	0.71937
Non-Targeting Control 897	1	0.074399	0.68458	0.66	0.92342	0.49361	0.71937
Non-Targeting Control 898	1	0.16631	0.65328	0.27073	0.75604	0.51358	0.71937
Non-Targeting Control 899	1	0.30688	0.60728	0.029187	0.44741	0.54366	0.72398
Non-Targeting Control 900	1	0.098916	0.67615	0.5443	0.8874	0.49895	0.71937
Non-Targeting Control 901	1	0.090687	0.67896	0.58348	0.90207	0.49716	0.71937
Non-Targeting Control 902	1	0.21511	0.63707	0.13932	0.65493	0.52408	0.71937
Non-Targeting Control 903	1	0.15664	0.65653	0.30534	0.77931	0.51148	0.71937
Non-Targeting Control 904	1	0.1871	0.64631	0.2061	0.70903	0.51808	0.71937
Non-Targeting Control 905	1	0.046033	0.69441	0.79525	0.95687	0.48743	0.71937
Non-Targeting Control 906	1	0.16756	0.65286	0.2671	0.75375	0.51384	0.71937
Non-Targeting Control 907	1	0.24711	0.62657	0.082438	0.59612	0.53094	0.71952
Non-Targeting Control 908	1	0.046556	0.69421	0.79276	0.9566	0.48755	0.71937
Non-Targeting Control 909	1	0.2356	0.63033	0.099692	0.6139	0.52848	0.71937
Non-Targeting Control 910	1	0.082713	0.68172	0.62296	0.91339	0.49542	0.71937
Non-Targeting Control 911	1	0.12048	0.66877	0.45063	0.85579	0.50364	0.71937
Non-Targeting Control 912	1	0.1868	0.64646	0.20704	0.70903	0.51798	0.71937
Non-Targeting Control 913	1	0.21846	0.63596	0.13156	0.64742	0.5248	0.71937
Non-Targeting Control 914	1	0.16448	0.65388	0.2772	0.76026	0.51319	0.71937
Non-Targeting Control 915	1	0.20074	0.64181	0.17084	0.68206	0.521	0.71937
Non-Targeting Control 916	1	0.13344	0.66436	0.39723	0.82861	0.50646	0.71937
Non-Targeting Control 917	1	0.19594	0.64342	0.18322	0.69162	0.51995	0.71937
Non-Targeting Control 918	1	0.10294	0.67477	0.52735	0.88178	0.49982	0.71937
Non-Targeting Control 919	1	0.26792	0.6198	0.056285	0.53799	0.53539	0.72127
Non-Targeting Control 920	1	0.11367	0.67108	0.48101	0.8683	0.50217	0.71937
Non-Targeting Control 921	1	0.18923	0.64566	0.19928	0.70261	0.5185	0.71937
Non-Targeting Control 922	1	0.21845	0.63596	0.13156	0.64742	0.5248	0.71937
Non-Targeting Control 923	1	0.12277	0.66799	0.44083	0.85095	0.50414	0.71937
Non-Targeting Control 924	1	0.1632	0.65433	0.28132	0.7625	0.5129	0.71937
Non-Targeting Control 925	1	0.2236	0.63429	0.12142	0.63462	0.52589	0.71937
Non-Targeting Control 926	1	0.23114	0.63178	0.10705	0.62341	0.52753	0.71937
Non-Targeting Control 927	1	0.16116	0.65502	0.28903	0.76648	0.51246	0.71937
Non-Targeting Control 928	1	0.20909	0.63907	0.15155	0.66456	0.52278	0.71937
Non-Targeting Control 929	1	0.096623	0.67695	0.55469	0.89212	0.49844	0.71937
Non-Targeting Control 930	1	0.11061	0.67216	0.49359	0.87103	0.50148	0.71937
Non-Targeting Control 931	1	0.29302	0.61176	0.037192	0.47865	0.5407	0.72284
Non-Targeting Control 932	1	0.1045	0.67423	0.52113	0.8802	0.50016	0.71937
Non-Targeting Control 933	1	0.25336	0.62453	0.073488	0.58052	0.53228	0.71963
Non-Targeting Control 934	1	0.24325	0.62783	0.08756	0.60235	0.53011	0.71937
Non-Targeting Control 935	1	0.082725	0.6817	0.62291	0.91339	0.49543	0.71937
Non-Targeting Control 936	1	0.22805	0.63279	0.11391	0.62899	0.52687	0.71937
Non-Targeting Control 937	1	0.27988	0.61594	0.046092	0.51272	0.53794	0.72185
Non-Targeting Control 938	1	0.23401	0.63085	0.10253	0.61718	0.52814	0.71937
Non-Targeting Control 939	1	0.19057	0.6452	0.19496	0.69868	0.5188	0.71937
Non-Targeting Control 940	1	0.13929	0.66239	0.37147	0.81654	0.50772	0.71937
Non-Targeting Control 941	1	0.14121	0.66173	0.36386	0.81196	0.50815	0.71937
Non-Targeting Control 942	1	0.12335	0.6678	0.43825	0.85057	0.50426	0.71937
Non-Targeting Control 943	1	0.19247	0.64461	0.19028	0.69645	0.51918	0.71937
Non-Targeting Control 944	1	0.20872	0.63917	0.15279	0.6653	0.52271	0.71937
Non-Targeting Control 945	1	0.18263	0.64786	0.22052	0.72109	0.51707	0.71937
Non-Targeting Control 946	1	0.26087	0.62209	0.063743	0.55474	0.53389	0.7203
Non-Targeting Control 947	1	0.18584	0.64674	0.21012	0.71265	0.5178	0.71937
Non-Targeting Control 948	1	0.17827	0.64928	0.23488	0.73075	0.51616	0.71937
Non-Targeting Control 949	1	0.21975	0.63553	0.12833	0.64284	0.52508	0.71937
Non-Targeting Control 950	1	0.14645	0.65997	0.34308	0.80323	0.50927	0.71937
Non-Targeting Control 951	1	0.1852	0.64694	0.21291	0.71443	0.51767	0.71937
Non-Targeting Control 952	1	0.27185	0.61855	0.052854	0.53176	0.53621	0.7215
Non-Targeting Control 953	1	0.18294	0.6477	0.21977	0.72003	0.51718	0.71937
Non-Targeting Control 954	1	0.1538	0.65748	0.31623	0.78662	0.51087	0.71937
Non-Targeting Control 955	1	0.1124	0.67152	0.48628	0.8683	0.50189	0.71937
Non-Targeting Control 956	1	0.19964	0.64218	0.17333	0.6842	0.52076	0.71937
Non-Targeting Control 957	1	0.04401	0.69509	0.80559	0.96019	0.487	0.71937
Non-Targeting Control 958	1	-0.034315	-0.72297	0.85074	0.97221	0.4697	0.71854
Non-Targeting Control 959	1	0.21585	0.63682	0.13758	0.65391	0.52424	0.71937
Non-Targeting Control 960	1	0.14813	0.65939	0.33681	0.79967	0.50964	0.71937
Non-Targeting Control 961	1	0.13153	0.66504	0.40483	0.83124	0.50602	0.71937
Non-Targeting Control 962	1	0.15915	0.65571	0.29609	0.77334	0.51201	0.71937
Non-Targeting Control 963	1	0.20646	0.63992	0.15782	0.66987	0.52222	0.71937
Non-Targeting Control 964	1	0.10296	0.67477	0.52715	0.88178	0.49982	0.71937
Non-Targeting Control 965	1	0.11903	0.66925	0.45744	0.85785	0.50334	0.71937
Non-Targeting Control 966	1	0.14052	0.66196	0.36695	0.81484	0.508	0.71937
Non-Targeting Control 967	1	0.15696	0.6564	0.3043	0.7792	0.51156	0.71937
Non-Targeting Control 968	1	0.085314	0.68082	0.61008	0.91072	0.49598	0.71937
Non-Targeting Control 969	1	0.17303	0.65102	0.2499	0.73978	0.51503	0.71937
Non-Targeting Control 970	1	0.1385	0.66264	0.37545	0.81824	0.50756	0.71937
Non-Targeting Control 971	1	0.19353	0.6442	0.18864	0.69487	0.51944	0.71937
Non-Targeting Control 972	1	0.17096	0.65171	0.25666	0.74498	0.51459	0.71937
Non-Targeting Control 973	1	0.3022	0.60878	0.032021	0.45771	0.54267	0.72372
Non-Targeting Control 974	1	0.13415	0.66412	0.39389	0.82799	0.50661	0.71937
Non-Targeting Control 975	1	0.09575	0.67724	0.55877	0.89397	0.49825	0.71937
Non-Targeting Control 976	1	-0.013357	-0.71419	0.93457	0.99053	0.47511	0.71937
Non-Targeting Control 977	1	0.23569	0.63029	0.099543	0.61366	0.52851	0.71937
Non-Targeting Control 978	1	0.2347	0.63064	0.10123	0.61657	0.52828	0.71937
Non-Targeting Control 979	1	0.193	0.64439	0.18939	0.69582	0.51932	0.71937
Non-Targeting Control 980	1	0.18562	0.64686	0.21097	0.71357	0.51772	0.71937
Non-Targeting Control 981	1	0.12115	0.66854	0.44814	0.85498	0.50379	0.71937
Non-Targeting Control 982	1	0.21703	0.63642	0.13489	0.65076	0.5245	0.71937
Non-Targeting Control 983	1	0.12253	0.66808	0.44188	0.85095	0.50408	0.71937
Non-Targeting Control 984	1	0.24527	0.62715	0.084427	0.59726	0.53056	0.71952
Non-Targeting Control 985	1	0.19593	0.64339	0.18327	0.69162	0.51997	0.71937
Non-Targeting Control 986	1	0.17644	0.64987	0.24001	0.734	0.51577	0.71937
Non-Targeting Control 987	1	0.079062	0.68297	0.63897	0.91678	0.49462	0.71937
Non-Targeting Control 988	1	0.19913	0.6424	0.17482	0.6849	0.52062	0.71937
Non-Targeting Control 989	1	0.15278	0.65782	0.31921	0.7879	0.51066	0.71937
Non-Targeting Control 990	1	0.05482	0.69136	0.75318	0.94748	0.48934	0.71937
Non-Targeting Control 991	1	0.12372	0.66767	0.43626	0.8497	0.50435	0.71937
Non-Targeting Control 992	1	0.066674	0.68726	0.69466	0.9314	0.49192	0.71937
Non-Targeting Control 993	1	0.2075	0.63958	0.15583	0.66695	0.52244	0.71937
Non-Targeting Control 994	1	0.21664	0.63657	0.13569	0.65182	0.52441	0.71937
Non-Targeting Control 995	1	0.20255	0.64121	0.16711	0.68029	0.52139	0.71937
Non-Targeting Control 996	1	0.087183	0.68017	0.60084	0.9083	0.4964	0.71937
Non-Targeting Control 997	1	0.18858	0.64586	0.20112	0.7036	0.51837	0.71937
Non-Targeting Control 998	1	0.25278	0.62472	0.074135	0.58174	0.53215	0.71963
Non-Targeting Control 999	1	0.1024	0.67502	0.52983	0.88336	0.49966	0.71937
Non-Targeting Control 1000	1	0.29654	0.61061	0.035004	0.4731	0.54146	0.72308
NOP10	4	-0.21069	-1.4912	0.18128	0.68986	0.13592	0.52186
NOP14	4	-0.62815	-2.3943	0.0023369	0.14114	0.016652	0.52186
NOP16	4	-0.43762	-1.6839	0.018397	0.38105	0.092207	0.52186
NOP2	4	-0.65742	-2.2155	0.0016408	0.11702	0.026728	0.52186
NOP56	4	-0.524	-2.3677	0.0069113	0.2372	0.017901	0.52186
NOP58	4	-0.13507	-1.5212	0.38703	0.82484	0.12821	0.52186
NOP9	4	-0.24578	-0.95516	0.12599	0.63813	0.3395	0.61949
NOS1	4	0.0014206	0.05429	0.77705	0.95339	0.9567	0.978
NOS1AP	4	-0.016391	-0.50601	0.91468	0.98538	0.61285	0.76992
NOS2	4	-0.068579	-0.7809	0.72146	0.93904	0.43486	0.69342
NOS3	4	0.051729	0.89231	0.40841	0.8334	0.37223	0.64604
NOSIP	4	-0.017794	-0.89498	0.92492	0.98826	0.3708	0.645
NOSTRIN	4	0.11239	1.5584	0.1164	0.63049	0.11914	0.52186
NOTCH1	4	0.040386	0.65082	0.48563	0.8683	0.51517	0.71937
NOTCH2	4	0.015704	0.3856	0.66771	0.92655	0.69979	0.82775
NOTCH2NL	4	-0.34622	-1.3651	0.047186	0.5182	0.17222	0.52186
NOTCH3	4	-0.055069	-0.80096	0.80807	0.96036	0.42315	0.68421
NOTCH4	4	0.03994	0.85635	0.48931	0.86975	0.3918	0.66054
NOTO	4	-0.14593	-1.7794	0.3475	0.80453	0.075173	0.52186
NOTUM	4	-0.0025776	-0.042951	0.80758	0.96036	0.96574	0.98287
NOV	4	-0.035587	-0.48037	0.9464	0.99272	0.63097	0.78177
NOVA1	4	-0.016981	-0.37371	0.91905	0.98618	0.70862	0.83193
NOVA2	4	-0.1056	-1.4071	0.51571	0.87919	0.15939	0.52186
NOX1	4	0.01856	0.31184	0.64618	0.91909	0.75516	0.86233
NOX3	4	0.18201	1.4568	0.012928	0.33943	0.14517	0.52186
NOX4	4	-0.0058155	-0.084016	0.83313	0.96789	0.93304	0.96584
NOX5	4	-0.18691	-1.6749	0.23215	0.72916	0.093945	0.52186
NOXA1	4	0.091529	1.6581	0.19128	0.69654	0.097302	0.52186
NOXO1	4	-0.14555	-1.206	0.349	0.80481	0.22782	0.54389
NOXRED1	4	-0.10393	-1.0894	0.52307	0.8802	0.276	0.56987
NPAP1	4	-0.0013134	-0.023839	0.79833	0.95829	0.98098	0.99103
NPAS1	4	-0.17556	-1.3412	0.26094	0.7495	0.17986	0.52296
NPAS2	4	0.0070312	0.20985	0.73359	0.94247	0.83379	0.90964
NPAS3	4	-0.18484	-1.5368	0.23757	0.73356	0.12433	0.52186
NPAS4	4	0.02217	0.128	0.62028	0.91303	0.89815	0.94693
NPAT	4	0.047919	0.66775	0.43427	0.8492	0.50429	0.71937
NPB	4	-0.19578	-1.7376	0.21176	0.71436	0.082286	0.52186
NPBWR1	4	0.12809	1.6476	0.077367	0.58742	0.099428	0.52186
NPBWR2	4	-0.24072	-1.7119	0.1335	0.64943	0.08692	0.52186
NPC1	4	-0.033483	-0.88267	0.96206	0.99563	0.37742	0.64956
NPC1L1	4	-0.045051	-0.93289	0.87684	0.97763	0.35088	0.62883
NPC2	4	0.015291	0.314	0.67114	0.92716	0.75352	0.86122
NPDC1	4	-0.023393	-0.92165	0.96773	0.99667	0.35671	0.6338
NPEPL1	4	0.014702	0.27533	0.67482	0.92716	0.78306	0.87826
NPEPPS	4	-0.18809	-1.637	0.22961	0.72862	0.10162	0.52186
NPFF	4	-0.26257	-2.0305	0.1072	0.62341	0.04231	0.52186
NPFFR1	4	0.09204	1.7671	0.19004	0.69645	0.077211	0.52186
NPFFR2	4	-0.0049731	-0.089267	0.82767	0.96602	0.92887	0.96378
NPHP1	4	-0.094349	-1.0647	0.5707	0.89761	0.28701	0.57807
NPHP3	4	0.00049935	0.0061354	0.78485	0.95454	0.9951	0.99739
NPHP4	4	-0.039269	-0.5893	0.91895	0.98618	0.55566	0.73257
NPHS1	4	-0.056457	-0.48127	0.79898	0.95829	0.63032	0.78138
NPHS2	4	0.11173	0.91811	0.11859	0.63275	0.35856	0.63525
NPIPA1	4	-0.21954	-1.1378	0.16532	0.6776	0.25521	0.55731
NPIPA2	4	-0.53138	-1.572	0.0065632	0.23117	0.11595	0.52186
NPIPA3	4	0.014685	0.20049	0.67497	0.92716	0.8411	0.91355
NPIPA5	4	-0.24786	-1.3207	0.12396	0.63669	0.18661	0.52551
NPIPA7	4	0.10782	1.0304	0.13112	0.64696	0.30283	0.59044
NPIPA8	4	-0.12415	-1.5334	0.43069	0.84706	0.12518	0.52186
NPIPB3	4	-0.23629	-1.7287	0.13957	0.65493	0.083862	0.52186
NPIPB5	4	-0.17441	-1.4928	0.26338	0.75192	0.1355	0.52186
NPIPB6	4	-0.90361	-2.2372	0.00014916	0.026087	0.025272	0.52186
NPIPB9	4	-0.25039	-1.7152	0.12048	0.6328	0.086313	0.52186
NPL	4	0.038286	0.47649	0.50134	0.87335	0.63373	0.7838
NPLOC4	4	0.11659	1.3323	0.10466	0.62066	0.18277	0.52422
NPM1	4	-0.24728	-1.737	0.12445	0.63669	0.082388	0.52186
NPM2	4	-0.14225	-1.6844	0.36038	0.81038	0.092105	0.52186
NPM3	4	-0.2564	-1.4874	0.11421	0.62899	0.13692	0.52186
NPNT	4	0.03521	0.40281	0.52332	0.8802	0.68708	0.82009
NPPA	4	1.3239e-05	0.0001665	0.78873	0.95555	0.99987	1
NPPB	4	-0.084719	-0.57685	0.62336	0.91351	0.56404	0.73873
NPPC	4	-0.13476	-1.5123	0.38823	0.82572	0.13047	0.52186
NPR1	4	-0.036741	-0.2663	0.93889	0.99129	0.79001	0.88226
NPR2	4	-0.019602	-0.80823	0.93844	0.99129	0.41896	0.68156
NPR3	4	-0.05972	-0.51919	0.77705	0.95339	0.60362	0.76454
NPRL2	4	0.081297	1.4687	0.23648	0.73264	0.14193	0.52186
NPRL3	4	-0.1358	-1.0786	0.3846	0.82392	0.28075	0.57336
NPS	4	0.024638	0.54314	0.60143	0.9083	0.58703	0.75365
NPSR1	4	0.032047	0.82728	0.54699	0.88852	0.40808	0.67372
NPTN	4	-0.044495	-0.49921	0.88102	0.97856	0.61763	0.77289
NPTX1	4	-0.037877	-1.042	0.92994	0.98958	0.29741	0.58625
NPTX2	4	-0.038755	-0.67826	0.92328	0.98719	0.49761	0.71937
NPTXR	4	0.0068995	0.12104	0.73424	0.94269	0.90366	0.94938
NPVF	4	0.041095	1.7358	0.4813	0.8683	0.0826	0.52186
NPW	4	0.011852	0.3107	0.6961	0.93197	0.75603	0.8626
NPY	4	0.029304	0.54882	0.56787	0.89689	0.58313	0.75102
NPY1R	4	0.12938	1.0872	0.074781	0.5834	0.27695	0.57055
NPY2R	4	-0.040508	-0.24662	0.90936	0.9845	0.80521	0.89117
NPY4R	4	0.013896	0.33204	0.68114	0.92862	0.73986	0.85214
NPY5R	4	0.049728	1.3192	0.42214	0.84302	0.18709	0.52551
NQO1	4	-0.28455	-1.6976	0.085322	0.60007	0.089579	0.52186
NQO2	4	0.085814	1.4665	0.21529	0.71641	0.1425	0.52186
NR0B1	4	0.16419	1.6089	0.024513	0.41339	0.10764	0.52186
NR0B2	4	-0.20251	-1.9054	0.19705	0.7006	0.05673	0.52186
NR1D1	4	-0.10727	-1.375	0.50805	0.87638	0.16914	0.52186
NR1D2	4	-0.032005	-0.87814	0.97181	0.99806	0.37987	0.65115
NR1H2	4	0.030031	0.67783	0.5627	0.89468	0.49788	0.71937
NR1H3	4	0.094232	1.7473	0.18084	0.68909	0.080592	0.52186
NR1H4	4	0.12379	1.131	0.087808	0.60235	0.25807	0.55917
NR1I2	4	-0.025885	-0.28512	0.98593	0.99809	0.77555	0.87434
NR1I3	4	0.04887	0.58367	0.42746	0.84576	0.55944	0.73525
NR2C1	4	0.041345	0.63934	0.47932	0.8673	0.5226	0.71937
NR2C2	4	-0.064069	-0.85809	0.7494	0.94619	0.39084	0.65961
NR2C2AP	4	-0.99234	-2.4021	0	0	0.0163	0.52186
NR2E1	4	-0.016843	-0.44853	0.91811	0.98617	0.65377	0.79698
NR2E3	4	-0.11905	-1.4211	0.45177	0.85579	0.15529	0.52186
NR2F1	4	-0.086771	-1.0578	0.61207	0.91119	0.29014	0.58022
NR2F2	4	-0.23614	-1.1642	0.13967	0.65493	0.24432	0.55252
NR2F6	4	-0.24773	-1.511	0.12406	0.63669	0.13078	0.52186
NR3C1	4	0.06412	0.87193	0.32911	0.79322	0.38325	0.65346
NR3C2	4	0.0079641	0.076729	0.72608	0.94007	0.93884	0.96915
NR4A1	4	0.019417	0.38077	0.63992	0.91683	0.70337	0.8294
NR4A2	4	-0.030242	-0.47076	0.98349	0.99809	0.63781	0.78641
NR4A3	4	0.06861	0.77658	0.30445	0.7792	0.4374	0.69541
NR5A1	4	-0.14794	-1.4548	0.34069	0.80225	0.14572	0.52186
NR5A2	4	-0.16404	-1.18	0.29042	0.76825	0.23802	0.54882
NR6A1	4	0.014159	0.16622	0.67915	0.92786	0.86799	0.92984
NRAP	4	-0.041787	-0.78961	0.89921	0.98192	0.42976	0.68975
NRARP	4	0.014851	0.37282	0.67368	0.92716	0.70928	0.83247
NRAS	4	0.00011459	0.0017072	0.78774	0.95503	0.99864	0.99917
NRBF2	4	-0.10789	-1.6379	0.50512	0.87457	0.10145	0.52186
NRBP1	4	-0.062063	-0.64596	0.76168	0.95013	0.51831	0.71937
NRBP2	4	-0.094626	-1.1834	0.56946	0.89735	0.23667	0.5485
NRCAM	4	0.034301	0.81087	0.53013	0.88348	0.41744	0.68012
NRD1	4	-0.071121	-0.88101	0.70495	0.93538	0.37831	0.65
NRDE2	4	-0.10905	-0.57664	0.49925	0.87258	0.56419	0.73881
NREP	4	0.10156	1.5797	0.1521	0.66514	0.11417	0.52186
NRF1	4	-0.0060211	-0.18608	0.83478	0.96789	0.85238	0.92096
NRG1	4	0.1002	1.3367	0.15687	0.66829	0.18131	0.52345
NRG2	4	-0.23644	-1.6108	0.13927	0.65493	0.10722	0.52186
NRG3	4	0.082286	1.272	0.23135	0.72916	0.20338	0.53039
NRG4	4	0.13882	1.7009	0.055589	0.53662	0.088961	0.52186
NRGN	4	0.058566	1.2304	0.36391	0.81196	0.21856	0.53856
NRIP1	4	0.23076	1.6141	0.0014419	0.10943	0.10651	0.52186
NRIP2	4	0.082058	1.0574	0.23255	0.72916	0.29032	0.58042
