sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
KDM4A_tudor9601004_E1_3195.227,KDM4A,1226,2836,1610,1610,1610
UBE2E3_624.10,UBE2E3,2309,5311,3002,3002,3002
LTA4H_1836.192,LTA4H,1468,1965,497,497,497
HMX2_E2_174.21,HMX2,2125,4238,2113,2113,2113
ZIC1_E1_157.1,ZIC1,2421,6807,4386,4386,4386
PRMT5_e12_106.10,PRMT5,2542,4353,1811,1811,1811
HM13_1281.181,HM13,1182,2661,1479,1479,1479
JARID2_E17_108.3,JARID2,1172,1715,543,543,543
RAG1_3132.353,RAG1,1261,2212,951,951,951
PLK2_PKc_E4_130.5,PLK2,354,554,200,200,200
MAP3K9_PKc_E2_412.14,MAP3K9,644,1386,742,742,742
MAFA_E1_273.9,MAFA,1271,2923,1652,1652,1652
MMP24_1938.66,MMP24,1415,2489,1074,1074,1074
DOT1L_e7_63.4,DOT1L,1504,1748,244,244,244
FBXW5_1701.238,FBXW5,271,419,148,148,148
IKZF2_E5_168.5,IKZF2,1455,2572,1117,1117,1117
KMT2C_14736.787,KMT2C,1202,2125,923,923,923
TADA2B_E2_73.0,TADA2B,1078,1334,256,256,256
MST1_2178.186,MST1,1462,1934,472,472,472
TRIM24_Phd_E15_104.1,TRIM24,2498,5125,2627,2627,2627
TRIM24_3153.132,TRIM24,2498,5125,2627,2627,2627
ZNF217_E3_47.0,ZNF217,1817,3153,1336,1336,1336
RNF217_1629.147,RNF217,907,2277,1370,1370,1370
MAPK13_PKc_E5_30,MAPK13,572,771,199,199,199
ZPR1_E9_71.1,ZPR1,1376,1629,253,253,253
PHF11_Phd_E3_84.0,PHF11,1357,2837,1480,1480,1480
ZNF705G_E5_162.6,ZNF705G,1471,2595,1124,1124,1124
STK17B_PKc_E2_53.1,STK17B,466,1157,691,691,691
KCNG4_BTB61160_E1_1560.19,KCNG4,1252,2857,1605,1605,1605
ZNF90_E4_996.22,ZNF90,1079,1916,837,837,837
RNF125_699.53,RNF125,873,1598,725,725,725
ARID5A_E6_34.3,ARID5A,966,1912,946,946,946
HNF1B_E3_116.0,HNF1B,1575,1717,142,142,142
FOXD4L6_E1_234.5,FOXD4L6,2869,3946,1077,1077,1077
CSF1R_PKc_E17_98.1,CSF1R,705,1481,776,776,776
TULP4_E13_120.16,TULP4,1290,2043,753,753,753
TULP4_4632.365,TULP4,1290,2043,753,753,753
L3MBTL2_MBT511604_E1_2118.165,L3MBTL2,1111,2907,1796,1796,1796
ZNF80_E1_411.42,ZNF80,2000,4675,2675,2675,2675
KLHL20_BTB59165_E1_1830.16,KLHL20,1135,1958,823,823,823
SCYL1_PKc_E3_123.21,SCYL1,627,1262,635,635,635
ZNF341_E3_81.7,ZNF341,741,760,19,19,19
ASPRV1_1032.66,ASPRV1,1353,3125,1772,1772,1772
HOXA3_E3_177.16,HOXA3,904,1548,644,644,644
ZNF584_E4_495.49,ZNF584,1015,2038,1023,1023,1023
Nr1h4_E3_153.14,Nr1h4,697,1252,555,555,555
MAPKAPK2_PKc_E6_76.6,MAPKAPK2,1055,1746,691,691,691
TRIM48_675.13,TRIM48,1577,3136,1559,1559,1559
CDK3_PKc_E6_102,CDK3,622,843,221,221,221
ZNF160_E7_1665.108,ZNF160,2241,4872,2631,2631,2631
MTF1_E3_215.12,MTF1,1355,3014,1659,1659,1659
HIVEP2_E5_4578.36,HIVEP2,2047,3746,1699,1699,1699
ZIC5_E1_118.8,ZIC5,516,1095,579,579,579
KMT2C_Phd5_E19_134.10,KMT2C,963,1455,492,492,492
ZNF263_E6_231.13,ZNF263,2220,5124,2904,2904,2904
CLPP_834.119,CLPP,2202,4227,2025,2025,2025
PRDM9_E11_915.125,PRDM9,1214,2832,1618,1618,1618
SFMBT1_MBT23120_E1_2601.33,SFMBT1,858,1620,762,762,762
XIAP_1494.25,XIAP,1278,3288,2010,2010,2010
UBE4A_3201.57,UBE4A,1280,3220,1940,1940,1940
TRIM33_3384.382,TRIM33,483,682,199,199,199
PRSS58_726.36,PRSS58,2092,5499,3407,3407,3407
RSF1_Phd_E8_99.5,RSF1,3435,9658,6223,6223,6223
HSFY2_E2_126.3,HSFY2,2853,5363,2510,2510,2510
KCNB1_BTB33132_E1_2577.14,KCNB1,465,837,372,372,372
TFAP2C_E5_119.7,TFAP2C,1376,1648,272,272,272
KLHL26_BTB56157_E1_1848.32,KLHL26,1576,4370,2794,2794,2794
ELF2_E7_188.12,ELF2,1653,2000,347,347,347
FBXO45_861.128,FBXO45,653,1321,668,668,668
ZNF695_E4_1104.30,ZNF695,1232,4110,2878,2878,2878
TERF2_E10_144.12,TERF2,2970,4308,1338,1338,1338
PITRM1_3117.19,PITRM1,1903,3985,2082,2082,2082
ZNF19_E6_648.22,ZNF19,2002,3159,1157,1157,1157
USP51_2136.182,USP51,948,1801,853,853,853
PSMA4_786.23,PSMA4,1147,1713,566,566,566
BRDT_BD1_e2_121.3,BRDT,2633,6505,3872,3872,3872
KCNS3_BTB17116_E1_1476.14,KCNS3,1558,3590,2032,2032,2032
ZNRF3_2811.553,ZNRF3,342,1266,924,924,924
MOZ_e12_162.1,MOZ,718,841,123,123,123
IRAK1_PKc_E5_81.5,IRAK1,144,283,139,139,139
ZNF223_E5_498.39,ZNF223,1302,2991,1689,1689,1689
ZNF655_E4_582.26,ZNF655,1265,2243,978,978,978
AHRR_E3_126.4,AHRR,553,739,186,186,186
MEX3A_1563.71,MEX3A,315,557,242,242,242
ZFP2_E5_1059.45,ZFP2,1113,2064,951,951,951
ZNF664_E5_735.39,ZNF664,1922,3284,1362,1362,1362
BRD2_BD2_e6_145.7,BRD2,1644,2568,924,924,924
PAPPA_4884.697,PAPPA,1746,3844,2098,2098,2098
TSC22D2_E4_168.3,TSC22D2,611,1285,674,674,674
ASB8_867.58,ASB8,1313,3365,2052,2052,2052
BAZ1A_BD_e25_118.1,BAZ1A,2391,4539,2148,2148,2148
FBXL19_Phd_E4_63.2,FBXL19,858,1228,370,370,370
FBXL19_2085.469,FBXL19,858,1228,370,370,370
AIRE_Phd1_E8_113.6,AIRE,850,2193,1343,1343,1343
UBE2A_459.19,UBE2A,958,2427,1469,1469,1469
ZRANB1_121.0,ZRANB1,1879,3798,1919,1919,1919
USP17L11_885.50,USP17L11,11072,18452,7380,7380,7380
USP17L18_885.50,USP17L18,11072,18452,7380,7380,7380
USP17L19_885.50,USP17L19,11072,18452,7380,7380,7380
USP17L20_885.50,USP17L20,11072,18452,7380,7380,7380
USP17L22_885.50,USP17L22,11072,18452,7380,7380,7380
USP17L24_885.49,USP17L24,11072,18452,7380,7380,7380
USP17L25_885.49,USP17L25,11072,18452,7380,7380,7380
USP17L26_885.49,USP17L26,11072,18452,7380,7380,7380
ZNF300_E7_1077.56,ZNF300,543,1021,478,478,478
ZNF610_E6_735.29,ZNF610,673,1584,911,911,911
STEAP1_1020.54,STEAP1,2733,7616,4883,4883,4883
KMT2B_e36_130.3,KMT2B,2345,5205,2860,2860,2860
TRIM26_1620.228,TRIM26,867,1423,556,556,556
ZNF225_E5_1635.24,ZNF225,1643,3070,1427,1427,1427
DPYSL5_1695.29,DPYSL5,1428,2029,601,601,601
TULP4_4632.49,TULP4,1520,2752,1232,1232,1232
F7_1401.21,F7,919,1834,915,915,915
CDC27_2493.112,CDC27,816,623,-193,193,193
ZNF20_E4_1233.57,ZNF20,1632,2138,506,506,506
LRRK2_PKc_E40_191.4,LRRK2,529,967,438,438,438
KCNS3_BTB17116_E1_1476.183,KCNS3,565,1016,451,451,451
MID1_2004.0,MID1,1063,1741,678,678,678
PHOX2A_E3_42.2,PHOX2A,747,1377,630,630,630
BTRC_1818.138,BTRC,1650,3951,2301,2301,2301
USP24_99.1,USP24,2681,6183,3502,3502,3502
TRIM9_2133.287,TRIM9,2133,5755,3622,3622,3622
TBX3_E2_268.13,TBX3,994,1673,679,679,679
HTRA2_1377.21,HTRA2,985,1332,347,347,347
ZNF556_E4_492.44,ZNF556,1578,3233,1655,1655,1655
FOXO4_E2_90.1,FOXO4,2568,4652,2084,2084,2084
TLL1_3042.52,TLL1,1251,2806,1555,1555,1555
TLX3_E2_167.13,TLX3,828,1393,565,565,565
UBE2J1_957.86,UBE2J1,1899,4375,2476,2476,2476
ZNF239_E2_816.82,ZNF239,1558,4123,2565,2565,2565
PLAGL1_E7_67.4,PLAGL1,1253,2115,862,862,862
SP2_E7_80.4,SP2,1938,2524,586,586,586
KMT2D_e51_74.0,KMT2D,1770,3697,1927,1927,1927
ANAPC1_10,ANAPC1,468,431,-37,37,37
RNF186_684.112,RNF186,1619,3257,1638,1638,1638
ZNF468_E4_750.15,ZNF468,1336,1902,566,566,566
BRD2_BD1_e3_138.3,BRD2,2972,3830,858,858,858
FBXL7_1476.30,FBXL7,1212,3234,2022,2022,2022
PIK3R4_PKc_E3_134.5,PIK3R4,599,816,217,217,217
ZNF136_E4_1110.75,ZNF136,1494,3413,1919,1919,1919
ONECUT1_E2_165.13,ONECUT1,2097,3967,1870,1870,1870
BRD4_BD1_e2_121.9,BRD4,1459,2705,1246,1246,1246
KDM5D_e13_79.1,KDM5D,1969,4104,2135,2135,2135
ZNF583_E5_1056.60,ZNF583,1198,2561,1363,1363,1363
MATK_PKc_E11_74.3,MATK,630,1027,397,397,397
CELA1_777.5,CELA1,1078,1885,807,807,807
NSD3_e20_117.2,NSD3,1717,2906,1189,1189,1189
BRDT_BD1_e4_68.0,BRDT,1929,4229,2300,2300,2300
USP45_2445.94,USP45,2691,5543,2852,2852,2852
BAZ1A_BD_e27_135.4,BAZ1A,2291,5821,3530,3530,3530
TRIM63_1062.5,TRIM63,555,1103,548,548,548
ZBTB41_BTB77173_E1_2730.16,ZBTB41,1019,3010,1991,1991,1991
MARCH9_1041.72,9-Mar,743,988,245,245,245
PDK3_PKc_E1_34.1,PDK3,1049,1611,562,562,562
TULP2_E12_172.1,TULP2,3737,7633,3896,3896,3896
ZBTB8A_E4_144.14,ZBTB8A,2047,6778,4731,4731,4731
MTA1_SANT_E11_57.0,MTA1,2121,5778,3657,3657,3657
SOX6_E14_107.6,SOX6,1317,1923,606,606,606
CNBP_540.22,CNBP,768,1257,489,489,489
LCORL_E7_876.50,LCORL,2514,5064,2550,2550,2550
KCNV2_BTB99190_E1_1638.43,KCNV2,753,887,134,134,134
NCOA2_e20_178.17,NCOA2,2292,4013,1721,1721,1721
JARID2_E17_108.4,JARID2,1338,2832,1494,1494,1494
UBE2E1_582.29,UBE2E1,835,1406,571,571,571
CDK2_PKc_E4_171.1,CDK2,772,1331,559,559,559
neg24,neg24,2695,4885,2190,2190,2190
PBX4_E5_136.0,PBX4,335,362,27,27,27
UBE2E2_606.37,UBE2E2,1958,4848,2890,2890,2890
ASB9_885.41,ASB9,972,2032,1060,1060,1060
G2E3_1983.48,G2E3,473,577,104,104,104
HIVEP2_E7_172.2,HIVEP2,2417,5317,2900,2900,2900
ZNF45_E10_1548.70,ZNF45,322,723,401,401,401
CDK1_e5.1,CDK1,2997,2427,-570,570,570
SIRT6_e4_60.2,SIRT6,1278,2812,1534,1534,1534
SNAI1_E3_133.16,SNAI1,1097,2491,1394,1394,1394
SPSB2_792.107,SPSB2,657,1462,805,805,805
ANKIB1_3270.274,ANKIB1,1475,3159,1684,1684,1684
FBXO7_1569.174,FBXO7,2616,7131,4515,4515,4515
ADAM23_2499.5,ADAM23,1630,3316,1686,1686,1686
ZFP30_E6_1074.76,ZFP30,2136,4450,2314,2314,2314
CDY2A_Chromo_E1_159.10,CDY2A,1674,3056,1382,1382,1382
NFIC_E5_124.15,NFIC,994,2777,1783,1783,1783
ZNF491_E3_1176.57,ZNF491,2621,5007,2386,2386,2386
KLF2_E2_75.2,KLF2,2256,3876,1620,1620,1620
SOX11_E1_216.10,SOX11,1058,1469,411,411,411
TTN_PKc_E358_736.2,TTN,934,2229,1295,1295,1295
neg31,neg31,5312,8130,2818,2818,2818
USP17L24_885.18,USP17L24,6588,11351,4763,4763,4763
USP17L25_885.18,USP17L25,6588,11351,4763,4763,4763
USP17L26_885.18,USP17L26,6588,11351,4763,4763,4763
USP17L5_885.18,USP17L5,6588,11351,4763,4763,4763
SENP8_639.7,SENP8,2348,3871,1523,1523,1523
IRF2_E2_75.8,IRF2,709,1239,530,530,530
KDM6A_e25_115.8,KDM6A,1829,3429,1600,1600,1600
BACE2_1557.33,BACE2,1614,4047,2433,2433,2433
MNT_E4_112.5,MNT,1265,2215,950,950,950
HDGF_PWWP40108_E1_771.21,HDGF,828,1359,531,531,531
UBE2S_2,UBE2S,596,1258,662,662,662
HNF4A_E2_113.5,HNF4A,803,1444,641,641,641
ANPEP_2904.421,ANPEP,1689,3217,1528,1528,1528
TFAP2B_E7_217.5,TFAP2B,1766,3953,2187,2187,2187
REPIN1_E4_1524.171,REPIN1,623,1096,473,473,473
UBE2N_459.23,UBE2N,822,1236,414,414,414
CASP4_966.7,CASP4,1685,2750,1065,1065,1065
ZKSCAN3_E7_573.15,ZKSCAN3,1856,3224,1368,1368,1368
ZNF212_E5_66.2,ZNF212,2174,4209,2035,2035,2035
GRHL1_E5_77.7,GRHL1,1328,3336,2008,2008,2008
PBX4_E5_136.12,PBX4,1360,2591,1231,1231,1231
STK32A_PKc_E7_90.4,STK32A,669,1288,619,619,619
NR1I3_E2_77.1,NR1I3,1840,3722,1882,1882,1882
MTF2_tudor4595_E1_1782.15,MTF2,1082,2436,1354,1354,1354
TWIST2_Ex_176.15,TWIST2,633,1383,750,750,750
ZNF227_E6_1557.100,ZNF227,1609,4033,2424,2424,2424
ZNF212_E5_66.0,ZNF212,2683,4540,1857,1857,1857
WT1_E8_90.0,WT1,2246,5149,2903,2903,2903
KDM6A_e25_115.7,KDM6A,2102,3377,1275,1275,1275
LCOR_E8_132.11,LCOR,3027,8475,5448,5448,5448
NEURL2_858.175,NEURL2,1104,2443,1339,1339,1339
PSMB2_606.18,PSMB2,1702,2468,766,766,766
CUL7_5349.545,CUL7,1698,4516,2818,2818,2818
NSD1_Phd4_E15_98.0,NSD1,991,1490,499,499,499
RNF175_987.81,RNF175,1440,3116,1676,1676,1676
ITCH_2259.185,ITCH,1014,2543,1529,1529,1529
ZNF410_E9_90.2,ZNF410,1019,1318,299,299,299
TDRD9_tudor949996_E1_4149.337,TDRD9,829,1590,761,761,761
PRSS22_954.166,PRSS22,1300,2341,1041,1041,1041
HIPK4_PKc_E3_219.24,HIPK4,613,1357,744,744,744
PJA1_1368.113,PJA1,1103,3084,1981,1981,1981
USP29_2769.61,USP29,2112,4591,2479,2479,2479
CUX1_E23_155.12,CUX1,1193,1743,550,550,550
KDM4C_e8_96.5,KDM4C,2510,4905,2395,2395,2395
MSL3_Chromo_E2_83.4,MSL3,1342,1861,519,519,519
ZNF219_E4_63.1,ZNF219,1668,4253,2585,2585,2585
ZNF701_E5_795.30,ZNF701,2517,4396,1879,1879,1879
ANAPC7_1800.69,ANAPC7,1126,1993,867,867,867
KCNV2_BTB99190_E1_1638.41,KCNV2,1395,2959,1564,1564,1564
ZNF740_E6_119.4,ZNF740,2860,9332,6472,6472,6472
TBX3_E7_134.15,TBX3,225,387,162,162,162
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,334,646,312,312,312
ZBTB26_BTB23123_E1_1326.14,ZBTB26,922,2805,1883,1883,1883
ZNF540_E5_1251.35,ZNF540,1826,4086,2260,2260,2260
EN1_E2_180.18,EN1,2302,5631,3329,3329,3329
TMPRSS11D_1257.72,TMPRSS11D,2178,3633,1455,1455,1455
ZNF169_E5_1002.76,ZNF169,1060,1858,798,798,798
ZCWPW2_CW3078_E1_1071.4,ZCWPW2,1026,1424,398,398,398
TESK2_PKc_E7_85.7,TESK2,448,649,201,201,201
MMP10_1431.35,MMP10,1361,3470,2109,2109,2109
FBXL2_1272.149,FBXL2,1284,1914,630,630,630
CHD2_Chromo_E10_101.1,CHD2,1421,2216,795,795,795
RPL9_e3.2,RPL9,8081,9662,1581,1581,1581
ZNF112_E5_1077.95,ZNF112,395,638,243,243,243
HSFY2_E1_279.6,HSFY2,3401,5963,2562,2562,2562
ZNF331_E7_993.91,ZNF331,2770,5218,2448,2448,2448
KDM2B_13,KDM2B,991,2299,1308,1308,1308
EPHB4_PKc_E15_150.34,EPHB4,973,1674,701,701,701
EZH1_e20_85.2,EZH1,1558,3549,1991,1991,1991
KLHL8_BTB57163_E1_1863.164,KLHL8,809,1375,566,566,566
MIB2_3213.84,MIB2,103,220,117,117,117
ATAD2B_BD_e22_160.8,ATAD2B,2273,5236,2963,2963,2963
USP8_3357.149,USP8,859,1028,169,169,169
IMMP2L_528.19,IMMP2L,1604,2596,992,992,992
DRGX_E3_33.1,DRGX,1083,1932,849,849,849
PITX2_E3_42.0,PITX2,2516,4410,1894,1894,1894
MYRF_E10_111.6,MYRF,3169,6602,3433,3433,3433
HOXA2_E2_174.15,HOXA2,978,2160,1182,1182,1182
ADAMTS14_3681.674,ADAMTS14,1938,3171,1233,1233,1233
SPIN4_Spinlin201245_E1_750.44,SPIN4,703,1535,832,832,832
FBXO39_1,FBXO39,1033,1956,923,923,923
RFPL1_954.118,RFPL1,1284,3215,1931,1931,1931
ZNF417_E3_567.8,ZNF417,1044,2468,1424,1424,1424
SENP1_1935.69,SENP1,1371,2299,928,928,928
KCTD3_BTB20112_E1_2448.18,KCTD3,789,1246,457,457,457
PRDM2_E8_69.5,PRDM2,1546,4110,2564,2564,2564
BRAF_PKc_E12_85.2,BRAF,725,1708,983,983,983
FOXO3_E1_153.15,FOXO3,1587,4053,2466,2466,2466
TBX18_E4_172.20,TBX18,2050,4887,2837,2837,2837
ZNF26_E5_1047.19,ZNF26,2178,3730,1552,1552,1552
RNF13_1146.8,RNF13,1723,3189,1466,1466,1466
TRIP12_6123.357,TRIP12,961,1777,816,816,816
RNF122_468.9,RNF122,1248,2203,955,955,955
PBK_PKc_E3_59.2,PBK,512,696,184,184,184
ZNF772_E5_582.20,ZNF772,1898,4429,2531,2531,2531
TSC22D4_E5_162.3,TSC22D4,1033,2065,1032,1032,1032
ZNF84_E5_1578.122,ZNF84,739,1700,961,961,961
HOXD4_E2_177.21,HOXD4,176,249,73,73,73
PIAS2_1866.115,PIAS2,1100,1799,699,699,699
RNF225_990.33,RNF225,499,963,464,464,464
HIC1_BTB37152_E1_2202.469,HIC1,1288,2460,1172,1172,1172
FBXO18_3285.279,FBXO18,1425,2877,1452,1452,1452
TRIM63_1062.147,TRIM63,586,1445,859,859,859
SATB1_E12_174.5,SATB1,1542,3112,1570,1570,1570
ASB17_888.18,ASB17,921,1356,435,435,435
CHD6_Chromo_E6_63.2,CHD6,597,991,394,394,394
PPARG_E4_139.5,PPARG,2525,6521,3996,3996,3996
ZNF776_E3_666.51,ZNF776,928,2298,1370,1370,1370
SHPRH_5052.202,SHPRH,2008,4616,2608,2608,2608
RNF180_1779.97,RNF180,1632,4436,2804,2804,2804
PRMT2_e7_165.21,PRMT2,2813,5690,2877,2877,2877
KCND2_BTB43132_E1_1893.212,KCND2,1339,3463,2124,2124,2124
AK3_PKc_E4_119.7,AK3,445,813,368,368,368
ROCK1_PKc_E7_145.1,ROCK1,663,1436,773,773,773
JOSD2_567.39,JOSD2,301,395,94,94,94
MAP4K3_PKc_E3_91,MAP4K3,1197,1730,533,533,533
UBE2C_540.64,UBE2C,1603,3057,1454,1454,1454
ZNF799_E4_1587.66,ZNF799,2175,5832,3657,3657,3657
EPHA4_PKc_E15_150.7,EPHA4,496,1846,1350,1350,1350
CAD_6678.68,CAD,1250,2167,917,917,917
ZNF841_E7_1674.15,ZNF841,2945,4728,1783,1783,1783
ZNF138_E4_231.2,ZNF138,3126,7464,4338,4338,4338
KEL_2199.283,KEL,1770,4392,2622,2622,2622
CFLAR_708.55,CFLAR,1262,2330,1068,1068,1068
CLOCK_e22_203.2,CLOCK,1741,3740,1999,1999,1999
KLK6_735.108,KLK6,1797,3524,1727,1727,1727
DLX1_E2_129.2,DLX1,1406,2288,882,882,882
KAT6B_Phd2_E5_36.0,KAT6B,1452,4339,2887,2887,2887
USP17L2_1593.25,USP17L2,2174,3956,1782,1782,1782
TCF12_E19_183.11,TCF12,519,557,38,38,38
CAPN10_2019.36,CAPN10,1898,3438,1540,1540,1540
OVGP1_2037.248,OVGP1,986,1427,441,441,441
PREP_2133.128,PREP,1765,2607,842,842,842
TPP1_1692.59,TPP1,1793,2990,1197,1197,1197
TRIM42_2172.44,TRIM42,1501,4031,2530,2530,2530
FBXO5_1206.52,FBXO5,913,892,-21,21,21
JAK2_PKc_E13_135.1,JAK2,1050,2252,1202,1202,1202
RERE_E16_140.20,RERE,1232,2235,1003,1003,1003
MAFF_E3_276.10,MAFF,863,1031,168,168,168
SOX4_E1_216.20,SOX4,2614,4878,2264,2264,2264
ZNF575_E4_504.0,ZNF575,1799,3427,1628,1628,1628
SOCS6_1608.118,SOCS6,1275,2242,967,967,967
DNMT1_Bah9811117_E1_4899.573,DNMT1,952,1566,614,614,614
EMX1_E2_129.10,EMX1,841,1950,1109,1109,1109
KLK4_765.1,KLK4,2234,6522,4288,4288,4288
ELF4_E8_61.0,ELF4,2044,4159,2115,2115,2115
ZNF568_E7_1170.72,ZNF568,2785,4335,1550,1550,1550
PLK2_PKc_E3_117,PLK2,919,1488,569,569,569
KLHL5_BTB210317_E1_2268.36,KLHL5,1683,3005,1322,1322,1322
HELLS_H_e18_120.2,HELLS,1917,3256,1339,1339,1339
BARHL2_E2_155.1,BARHL2,1269,2582,1313,1313,1313
E2F1_E3_220.2,E2F1,817,1690,873,873,873
EZH1_e18_82.1,EZH1,1927,3725,1798,1798,1798
HLTF_3030.81,HLTF,1390,3476,2086,2086,2086
DBP_E4_159.8,DBP,1373,2100,727,727,727
MYB_SANT_E3_72.0,MYB,817,864,47,47,47
BRD3_BD2_e6_145.5,BRD3,1818,2394,576,576,576
BACE2_1557.82,BACE2,637,1283,646,646,646
SMN1_Tudor_E5_201.14,SMN1,1798,1692,-106,106,106
PRSS56_1812.423,PRSS56,1509,3182,1673,1673,1673
HOXC8_E2_177.13,HOXC8,2177,4212,2035,2035,2035
RFPL4A_864.70,RFPL4A,1883,4786,2903,2903,2903
ELK4_E2_159.6,ELK4,418,705,287,287,287
HAND1_E1_162.12,HAND1,2129,4063,1934,1934,1934
TSHZ3_E2_207.21,TSHZ3,1984,3577,1593,1593,1593
YBX3_E4_90.7,YBX3,1604,2585,981,981,981
XIAP_1494.40,XIAP,1263,1574,311,311,311
XPNPEP2_66.4,XPNPEP2,2459,5351,2892,2892,2892
FOXN2_E3_204.3,FOXN2,3302,7399,4097,4097,4097
USP17L11_885.36,USP17L11,9108,18881,9773,9773,9773
USP17L18_885.36,USP17L18,9108,18881,9773,9773,9773
USP17L19_885.36,USP17L19,9108,18881,9773,9773,9773
MMP21_1710.69,MMP21,741,1064,323,323,323
PHF7_1146.99,PHF7,2212,7463,5251,5251,5251
USP17L24_885.6,USP17L24,11890,20911,9021,9021,9021
USP17L25_885.6,USP17L25,11890,20911,9021,9021,9021
USP17L26_885.6,USP17L26,11890,20911,9021,9021,9021
USP17L5_885.6,USP17L5,11890,20911,9021,9021,9021
ZNF479_E5_990.78,ZNF479,1450,2322,872,872,872
KCTD1_BTB40132_E1_798.1,KCTD1,737,1274,537,537,537
KMT2B_ePhd_E23_138.11,KMT2B,2498,5096,2598,2598,2598
UBTFL1_E1_558.64,UBTFL1,988,1388,400,400,400
MBD1_CXXC217262_E1_1968.31,MBD1,1844,3680,1836,1836,1836
KMT2C_ePhd2_E52_315.17,KMT2C,1323,2698,1375,1375,1375
CHD2_D_e16_135.13,CHD2,1600,2891,1291,1291,1291
ZNF174_E3_237.3,ZNF174,523,889,366,366,366
KALRN_PKc_E60_399.58,KALRN,1302,3457,2155,2155,2155
MSL2_1734.146,MSL2,1142,1685,543,543,543
CUL5_2343.125,CUL5,1000,1850,850,850,850
PHF21A_Phd_E15_129.0,PHF21A,1514,2812,1298,1298,1298
TRIM67_2352.448,TRIM67,1645,3049,1404,1404,1404
USP45_2445.88,USP45,1385,2872,1487,1487,1487
BRD3_BD1_e4_66.5,BRD3,1555,3088,1533,1533,1533
FBXO10_2871.482,FBXO10,1968,3799,1831,1831,1831
HMX2_E2_174.17,HMX2,1592,3515,1923,1923,1923
PIAS1_Ex_220.0,PIAS1,1220,2980,1760,1760,1760
RNF186_684.109,RNF186,694,2265,1571,1571,1571
ZNF490_E5_918.63,ZNF490,1771,4858,3087,3087,3087
PRSS35_1242.147,PRSS35,2167,3803,1636,1636,1636
TBX18_E6_63.3,TBX18,762,859,97,97,97
ZNF770_E3_1944.30,ZNF770,2303,5905,3602,3602,3602
HERC3_2799.51,HERC3,1451,3377,1926,1926,1926
PRSS46_525.66,PRSS46,3075,8310,5235,5235,5235
PRSS46_260.40,PRSS46,3075,8310,5235,5235,5235
RNF8_1458.91,RNF8,742,1067,325,325,325
ATRX_D_e20_138.2,ATRX,2391,3862,1471,1471,1471
MAP4K1_PKc_E3_91.2,MAP4K1,296,454,158,158,158
PHEX_2250.27,PHEX,1240,1821,581,581,581
BRD2_BD1_e4_60.3,BRD2,1176,1304,128,128,128
SUV39H2_e4_147.6,SUV39H2,1867,4354,2487,2487,2487
TSSK4_PKc_E1_156.11,TSSK4,1598,3261,1663,1663,1663
PIM1_PKc_E4_367.38,PIM1,962,1363,401,401,401
NKX1_2_E2_177.11,NKX1,2028,3285,1257,1257,1257
SNRK_PKc_E5_76.4,SNRK,685,1165,480,480,480
KDM2B_5,KDM2B,1087,2061,974,974,974
NR2E3_E2_127.9,NR2E3,674,1308,634,634,634
ZBTB8B_BTB14122_E1_1488.25,ZBTB8B,1854,4721,2867,2867,2867
HSFX2_E1_273.19,HSFX2,2169,3005,836,836,836
CDKL3_PKc_E6_140.5,CDKL3,476,834,358,358,358
CASP12_1026.5,CASP12,997,2364,1367,1367,1367
USP26_2742.201,USP26,1684,2352,668,668,668
PHF7_1146.116,PHF7,644,1547,903,903,903
KLK11_849.115,KLK11,1134,2374,1240,1240,1240
SP100_E22_143.7,SP100,2657,5946,3289,3289,3289
TRIM66_BD_e19_79.7,TRIM66,1662,3198,1536,1536,1536
NFYC_E3_57.1,NFYC,2165,2265,100,100,100
MEX3A_1563.180,MEX3A,1647,3966,2319,2319,2319
FAM105A_117.5,FAM105A,1154,2491,1337,1337,1337
ZNF610_E6_735.18,ZNF610,2364,4173,1809,1809,1809
SEC11A_558.51,SEC11A,4310,5391,1081,1081,1081
SEC11A_150.8,SEC11A,4310,5391,1081,1081,1081
KLK10_831.134,KLK10,1334,3113,1779,1779,1779
CNDP1_1524.101,CNDP1,2473,7326,4853,4853,4853
QPCT_1086.74,QPCT,1045,1343,298,298,298
PRDM9_E11_915.180,PRDM9,3143,7313,4170,4170,4170
ZNF354B_E5_1239.8,ZNF354B,1156,2026,870,870,870
JAK1_PKc_E13_144.4,JAK1,588,1226,638,638,638
ADAMTS8_2670.105,ADAMTS8,1233,1811,578,578,578
KDM2B_Phd_E15_63.2,KDM2B,1454,2291,837,837,837
AMFR_1932.72,AMFR,1901,3642,1741,1741,1741
UBE2G2_498.30,UBE2G2,975,1339,364,364,364
PHF14_Phd2_E13_132.1,PHF14,604,1191,587,587,587
RNF126_936.4,RNF126,658,1850,1192,1192,1192
PCGF6_1,PCGF6,1584,3523,1939,1939,1939
TMEM129_1089.1,TMEM129,1644,4954,3310,3310,3310
RNF187_708.131,RNF187,610,841,231,231,231
OVCH1_3405.357,OVCH1,2237,4718,2481,2481,2481
UCHL3_693.51,UCHL3,1767,3762,1995,1995,1995
ABHD12B_858.2,ABHD12B,1706,4042,2336,2336,2336
ZNF217_E2_66.0,ZNF217,3567,3531,-36,36,36
