Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
ARSG	4	0.24481	0.91074	0.28515	0.81521	0.36243	0.6762
OLFML2A	4	0.25527	1.3799	0.267	0.80185	0.16762	0.634
RAI1	4	-0.1197	-1.2742	0.83542	0.98743	0.20259	0.634
DYDC1	4	0.19193	0.65177	0.38872	0.88091	0.51455	0.76462
CCDC108	4	0.038359	0.27099	0.75746	0.9778	0.7864	0.8876
RAB3IL1	4	0.26286	1.2872	0.25268	0.7871	0.19804	0.634
IL18BP	4	-0.32731	-1.2731	0.4196	0.89381	0.20299	0.634
CRNN	4	0.3737	1.038	0.11406	0.61313	0.29929	0.64531
SORT1	4	0.24571	1.3966	0.28331	0.81307	0.16252	0.634
SEPN1	4	0.050109	0.40694	0.72484	0.97375	0.68406	0.82843
RIOK3	4	0.4701	1.1583	0.050567	0.42767	0.24676	0.63489
LOC101928093	4	0.50386	1.4361	0.036396	0.36292	0.15097	0.634
PCIF1	4	0.03317	0.14526	0.77203	0.98049	0.8845	0.94462
MUC16	4	0.22093	0.96349	0.32806	0.84648	0.3353	0.66253
PBRM1	4	-1.007	-2.3199	0.021927	0.2758	0.020348	0.32583
OSBPL11	4	0.021925	0.12885	0.79947	0.98373	0.89747	0.9515
GRM3	4	-0.10521	-0.35889	0.87028	0.99214	0.71967	0.84862
ATF7IP2	4	0.27758	1.5026	0.22976	0.76612	0.13295	0.634
OXLD1	4	-0.055038	-0.43838	0.99727	0.9999	0.66111	0.81552
SNX10	4	-0.10233	-0.96849	0.87649	0.99232	0.3328	0.66126
PBDC1	4	-0.31896	-1.4774	0.43183	0.89825	0.13957	0.634
NOSIP	4	-0.49725	-2.0299	0.21515	0.75074	0.042365	0.45686
SLC25A30	4	0.26779	1.0379	0.24508	0.78139	0.29933	0.64531
STON2	4	-0.095075	-1.0412	0.89479	0.99393	0.2978	0.64531
RAPGEF1	4	-0.12938	-0.86228	0.81265	0.98582	0.38853	0.69134
PYROXD2	4	0.25821	0.85166	0.26228	0.79843	0.3944	0.69526
PCBP3	4	0.21173	0.63667	0.3475	0.85944	0.52434	0.76785
INSM2	4	0.44244	1.3646	0.064737	0.48222	0.17238	0.634
CD247	4	0.093927	0.54114	0.61192	0.9486	0.58841	0.78727
TSSC4	4	-0.20077	-1.0017	0.65349	0.95636	0.3165	0.65356
KIF3B	4	-0.27156	-1.076	0.51497	0.92502	0.28193	0.639
DDAH2	4	-0.099193	-0.33915	0.88514	0.99309	0.7345	0.85752
TEX11	4	0.25387	0.80416	0.26939	0.80243	0.4213	0.71438
MEF2C	4	0.74551	1.1035	0.0019889	0.062893	0.26983	0.63805
ALG6	4	-0.41156	-0.92602	0.30355	0.83322	0.35444	0.67246
TRAF3IP2	4	-0.17103	-0.67477	0.71713	0.97086	0.49982	0.75883
SLC10A6	4	0.16361	0.50682	0.44715	0.90183	0.61228	0.79462
SRD5A2	4	0.44907	1.2653	0.061257	0.46987	0.20578	0.634
EIF4G2	4	-0.30574	-1.1857	0.45386	0.9044	0.23575	0.634
FARSA	4	-1.0952	-2.102	0.014817	0.21768	0.035556	0.42314
PCDHA11	4	0.072979	0.8136	0.66329	0.9589	0.41587	0.71105
CNTN2	4	-0.005279	-0.026786	0.87401	0.99232	0.97863	0.9907
SPATA21	4	0.43365	1.2233	0.070058	0.49982	0.22121	0.634
ZNF629	4	0.20288	0.55393	0.36471	0.86961	0.57963	0.78386
SPATS2	4	-0.21179	-1.3109	0.63087	0.95163	0.18989	0.634
PTPN22	4	-0.035073	-0.17876	0.95083	0.99776	0.85812	0.93028
MRPL42	4	-0.54619	-1.3519	0.17562	0.70593	0.17641	0.634
UBE2D4	4	-0.11373	-0.53877	0.84979	0.98873	0.59005	0.78751
RBM25	4	-1.1547	-2.6369	0.011038	0.17947	0.0083658	0.19865
GRIK5	4	-0.020116	-0.28816	0.91532	0.99393	0.77322	0.88138
ARL15	4	-0.76535	-1.96	0.068069	0.49316	0.049994	0.48781
WWP2	4	-0.58477	-1.7619	0.14961	0.67217	0.07809	0.59066
PDCD4	4	0.17981	1.4826	0.41259	0.89141	0.13817	0.634
ISY1-RAB43	4	-0.82534	-1.6633	0.050965	0.42833	0.096253	0.634
OR2G3	4	0.13758	0.50327	0.50582	0.92465	0.61477	0.79504
DCAF4L1	4	0.0643	0.71402	0.68636	0.96579	0.47521	0.74466
MMP11	4	-0.03668	-0.28417	0.95515	0.99777	0.77628	0.8831
DMBX1	4	0.28629	0.94252	0.21679	0.75345	0.34593	0.66749
OR13J1	4	-0.84567	-1.5241	0.046788	0.41334	0.12748	0.634
LRRC3C	4	0.35335	1.5039	0.1336	0.64763	0.1326	0.634
MTCH2	4	-0.84572	-1.9936	0.046788	0.41334	0.046199	0.47357
NLGN4X	4	0.1209	0.70943	0.54738	0.93455	0.47806	0.74718
FRMPD1	4	-0.35018	-1.1696	0.3847	0.8791	0.24217	0.6342
ACOX2	4	-0.04304	-0.16493	0.97151	0.99826	0.869	0.93692
C15orf32	4	0.45222	1.2363	0.059417	0.46444	0.21634	0.634
TAGLN2	4	0.052415	0.29362	0.71892	0.97158	0.76905	0.87857
TMEM156	4	0.28879	1.264	0.21326	0.74935	0.20622	0.634
CASKIN2	4	0.17677	0.89101	0.41945	0.89381	0.37292	0.68147
ATMIN	4	0.16841	0.53805	0.4375	0.89981	0.59054	0.78751
HEATR9	4	-0.82446	-2.7205	0.051263	0.42923	0.0065193	0.17599
C2orf68	4	0.0090286	0.052956	0.83522	0.98743	0.95777	0.98126
ZNF578	4	0.24822	0.70712	0.27998	0.81192	0.47949	0.74813
NAPB	4	-0.071385	-0.24675	0.95639	0.99777	0.8051	0.89842
IGLL1	4	0.86249	1.1587	0.00044749	0.026946	0.24658	0.63489
DESI2	4	-0.023942	-0.10035	0.92422	0.99393	0.92006	0.96324
TPGS1	4	0.066302	0.28718	0.68044	0.96407	0.77398	0.88184
GCLM	4	-0.48665	-2.0272	0.224	0.76008	0.04264	0.45835
FSD1	4	-0.38894	-1.0925	0.33149	0.84889	0.27463	0.63891
PDXDC1	4	0.32809	0.80249	0.16055	0.68673	0.42227	0.71499
PRODH	4	-0.2787	-1.6813	0.50159	0.92372	0.092713	0.634
USP25	4	-0.0061206	-0.026969	0.87624	0.99232	0.97848	0.9907
PAFAH1B2	4	0.09487	1.2392	0.60969	0.94841	0.21526	0.634
YIPF2	4	-0.14755	-0.65925	0.77118	0.98035	0.50974	0.76255
CCNB1IP1	4	-0.16286	-0.79344	0.73672	0.97692	0.42752	0.71881
SHC1	4	-1.4481	-2.5642	0.0027347	0.079251	0.01034	0.2263
PDIA4	4	-0.047303	-0.21247	0.9817	0.99954	0.83174	0.91389
CCR9	4	0.11797	1.0415	0.5536	0.93544	0.29764	0.64531
FAM43B	4	-0.31808	-1.4177	0.43307	0.8984	0.15629	0.634
ITGA7	4	0.32096	1.2053	0.16955	0.69806	0.22811	0.634
LYPD6	4	0.45107	1.2515	0.060461	0.4688	0.21076	0.634
LCAT	4	-0.29121	-1.3768	0.47922	0.91521	0.16857	0.634
WT1	4	0.24715	1.3633	0.28142	0.81299	0.17279	0.634
FAM135A	4	0.47383	1.3788	0.049025	0.42427	0.16796	0.634
FAXDC2	4	0.44185	0.83118	0.065135	0.48357	0.40587	0.70308
E2F2	4	0.040526	0.21474	0.75179	0.9778	0.82997	0.91345
TPSB2	4	0.4972	1.2915	0.038733	0.37452	0.19653	0.634
ZNFX1	4	-0.0047363	-0.015215	0.87232	0.99214	0.98786	0.99375
TBC1D26	4	-0.093105	-0.4665	0.90041	0.99393	0.64085	0.80579
TMEM179B	4	-0.21489	-0.63837	0.62455	0.95125	0.52323	0.76785
TELO2	4	-0.90951	-2.5691	0.034407	0.35505	0.010196	0.22609
TRMT112	4	-2.0667	-3.3755	4.9722e-05	0.0044248	0.0007369	0.053698
MRPS2	4	-0.63086	-1.6802	0.12227	0.631	0.092915	0.634
MFSD2B	4	0.001433	0.0086166	0.85625	0.99	0.99313	0.99659
RPS23	4	-1.1292	-2.266	0.012778	0.19907	0.023451	0.34827
EIF6	4	-2.3518	-3.9261	0	0	8.6336e-05	0.018023
PAIP2	4	0.16997	0.32908	0.43437	0.89861	0.74209	0.86214
RTN4RL1	4	0.096751	0.40051	0.60581	0.94788	0.68878	0.83135
TUBA3C	4	0.15287	0.93742	0.47131	0.91197	0.34854	0.66898
ZBTB44	4	-0.024179	-0.1972	0.92467	0.99393	0.84367	0.92077
KCNK1	4	0.091382	0.40115	0.61839	0.95019	0.68831	0.83112
FARSB	4	-0.61856	-1.9382	0.12913	0.64263	0.052599	0.49752
PKN1	4	-0.082579	-0.66943	0.92741	0.99393	0.50322	0.76021
IQCF1	4	-0.11443	-0.46077	0.84815	0.98873	0.64496	0.80775
SMPX	4	0.23424	1.0188	0.30405	0.83367	0.30829	0.64874
PINK1	4	-0.40643	-1.4454	0.31026	0.83783	0.14835	0.634
SLC35F5	4	0.22961	1.4997	0.31295	0.83991	0.1337	0.634
PCCA	4	0.55725	1.3617	0.020734	0.26645	0.17331	0.634
GAL	4	-0.023745	-0.1153	0.92383	0.99393	0.90821	0.95728
OR52L1	4	0.30458	1.2633	0.19018	0.7217	0.20649	0.634
TNFRSF11A	4	0.22865	1.0633	0.31518	0.84163	0.28765	0.64142
ZCCHC8	4	-0.52412	-1.1315	0.19163	0.72342	0.25784	0.63519
DTNB	4	-0.48731	-1.8077	0.22345	0.76008	0.070651	0.56611
SPANXA1	4	0.34497	1.0967	0.1426	0.66213	0.27279	0.63891
NOBOX	4	0.11153	0.64154	0.56911	0.93746	0.52117	0.76701
DKKL1	4	0.067412	0.37759	0.67775	0.96333	0.70573	0.84124
GALC	4	-0.03033	-0.084143	0.93934	0.99594	0.93294	0.97008
LRRIQ3	4	0.52598	1.4016	0.028988	0.3198	0.16103	0.634
LAMC3	4	0.11886	0.68478	0.55156	0.93455	0.49348	0.75561
PCBP2	4	-1.2028	-2.4352	0.0085521	0.15221	0.014885	0.27774
MRPL22	4	-1.0509	-2.1881	0.018148	0.24746	0.028664	0.38503
SLC35G5	4	0.16568	1.0905	0.44342	0.90077	0.2755	0.63891
KIRREL	4	0.47079	1.3352	0.050418	0.42713	0.18181	0.634
KRT25	4	0.18793	1.3735	0.39568	0.88535	0.16961	0.634
CCDC88B	4	-0.31124	-1.6174	0.44491	0.90077	0.10578	0.634
M6PR	4	0.21608	0.614	0.33885	0.85576	0.53922	0.77269
KIAA1919	4	0.52152	1.3018	0.03043	0.33099	0.19297	0.634
CASC5	4	-0.63749	-2.0265	0.11883	0.62451	0.042718	0.45846
SIGLEC5	4	0.17997	0.56386	0.41219	0.89134	0.57285	0.78261
PRICKLE2	4	0.26918	1.2253	0.24284	0.78006	0.22048	0.634
SMAD3	4	0.1748	0.73273	0.42358	0.89486	0.46372	0.73902
SLC6A19	4	0.18696	1.2148	0.39737	0.88633	0.22445	0.634
COX7A2	4	-0.0091954	-0.04173	0.88425	0.99309	0.96671	0.98548
ZNF317	4	0.73634	1.1543	0.0022872	0.069382	0.24836	0.63489
WDR83OS	4	0.21201	0.7035	0.34701	0.85927	0.48175	0.74983
WISP1	4	0.38432	1.3782	0.10576	0.60085	0.16815	0.634
RAB2B	4	-0.30603	-1.2659	0.45336	0.9044	0.20555	0.634
TBX2	4	0.37673	0.97353	0.11217	0.61149	0.33029	0.65978
CPPED1	4	0.33198	1.389	0.15677	0.68173	0.16484	0.634
HTR3D	4	0.23691	1.368	0.29912	0.82831	0.17131	0.634
TTC24	4	-0.15475	-0.56138	0.75393	0.9778	0.57454	0.78315
GADD45A	4	-0.54622	-1.5521	0.17552	0.70593	0.12063	0.634
CLDN7	4	2.171	0.52206	0	0	0.60163	0.79229
MAP3K10	4	-0.041887	-0.65407	0.96858	0.99826	0.51306	0.76365
FAM9B	4	-0.1643	-0.41677	0.73314	0.97559	0.67685	0.82497
KNOP1	4	-0.57723	-1.6534	0.15538	0.67891	0.098249	0.634
CCL24	4	0.029213	0.15894	0.78127	0.98108	0.87372	0.93899
HSPE1-MOB4	4	-0.83298	-1.93	0.049423	0.42431	0.053605	0.50205
CNTF	4	-0.11881	-0.53813	0.83706	0.98743	0.59049	0.78751
UNC5B	4	-0.15102	-0.92383	0.76173	0.97894	0.35558	0.67262
TBC1D17	4	-0.13731	-0.58669	0.79485	0.98321	0.55741	0.77924
PPIE	4	-0.64913	-2.2852	0.11287	0.61165	0.022303	0.33957
CDH26	4	-0.17689	-0.9943	0.70431	0.96869	0.32007	0.65511
CEP83	4	0.35347	1.2072	0.1333	0.64727	0.22735	0.634
TTC21A	4	-0.17722	-0.64033	0.70351	0.96869	0.52196	0.7675
PROCA1	4	0.003315	0.021631	0.85004	0.98873	0.98274	0.99202
CRYL1	4	0.089132	0.56807	0.6248	0.95125	0.56999	0.78207
SMG7	4	-0.29978	-1.1111	0.464	0.90953	0.26653	0.63763
PELP1	4	-1.5053	-2.9129	0.00179	0.057692	0.0035809	0.12771
LCE2B	4	0.20178	0.83755	0.36739	0.87093	0.40228	0.70013
GMNN	4	-1.0258	-2.2259	0.019938	0.2609	0.026022	0.36496
NDUFC2-KCTD14	4	-1.2584	-2.2458	0.0065632	0.12766	0.024717	0.35686
ARFGAP1	4	0.10254	0.3789	0.59064	0.94414	0.70476	0.84064
ERP29	4	-0.017314	-0.11226	0.90777	0.99393	0.91062	0.95874
MRPL39	4	-1.8275	-2.9045	0.00044749	0.026946	0.0036779	0.12932
C8orf44-SGK3	4	0.056619	0.31213	0.70774	0.97009	0.75494	0.86966
DECR2	4	-0.011756	-0.1025	0.8922	0.99393	0.91836	0.96255
MUTYH	4	-0.076832	-0.28836	0.94322	0.99716	0.77307	0.88134
CLTB	4	-0.13427	-1.4176	0.80146	0.98497	0.1563	0.634
ZHX3	4	-0.44845	-2.1815	0.26303	0.79873	0.029147	0.38719
RPS18	4	-2.5399	-4.4917	0	0	7.0661e-06	0.0029003
GNPTAB	4	-0.069271	-0.37631	0.96166	0.99826	0.70668	0.84155
HNRNPCL4	4	0.03766	0.12371	0.75965	0.97836	0.90154	0.95326
DCAF16	4	0.098335	0.54831	0.60218	0.94713	0.58348	0.78509
IL9R	4	-0.28353	-1.875	0.4919	0.91945	0.060795	0.53231
GNPTG	4	0.25974	1.2193	0.25845	0.79395	0.22275	0.634
RPA4	4	-0.22265	-1.1589	0.60755	0.94802	0.2465	0.63489
HBE1	4	0.39322	1.2547	0.098697	0.58624	0.2096	0.634
PPARGC1B	4	-0.27824	-1.6711	0.50209	0.92372	0.094703	0.634
MMP16	4	0.33276	1.4453	0.15563	0.67955	0.14836	0.634
FOXF1	4	-0.20636	-1.4374	0.64235	0.95475	0.15061	0.634
MAPK9	4	-0.068335	-0.33997	0.96395	0.99826	0.73388	0.85728
C4orf27	4	0.24684	0.88348	0.28167	0.81299	0.37698	0.68436
BCL2L10	4	0.25159	1.4035	0.27392	0.80682	0.16048	0.634
TRIM66	4	0.22606	1.2477	0.32001	0.84451	0.21215	0.634
TTC9C	4	0.10065	0.34087	0.59621	0.94551	0.7332	0.85688
TGFB1I1	4	0.10367	0.9896	0.58816	0.94338	0.32237	0.65709
AXL	4	0.18435	0.92079	0.40269	0.88776	0.35716	0.67328
PELI1	4	0.5229	1.0117	0.030032	0.3288	0.3117	0.65092
RASSF1	4	0.11906	0.89196	0.55131	0.93455	0.37242	0.68116
PCDHA12	4	-0.30146	-1.637	0.46127	0.90953	0.10162	0.634
NAP1L1	4	0.15077	1.2554	0.47589	0.91404	0.20935	0.634
GRSF1	4	-0.82926	-1.8822	0.04992	0.42603	0.059814	0.52884
CELF5	4	-0.065495	-0.61108	0.97042	0.99826	0.54115	0.77382
TGOLN2	4	0.062801	0.68968	0.69093	0.96665	0.49039	0.7547
HIST1H2AG	4	-0.56061	-1.6517	0.16567	0.69301	0.098601	0.634
UGT1A10	4	-0.026212	-0.081162	0.92964	0.9941	0.93531	0.97127
OR10Q1	4	0.057168	0.20154	0.7061	0.96955	0.84028	0.91876
OTX1	4	-0.29568	-1.5673	0.47081	0.91188	0.11705	0.634
POTEC	4	0.10136	1.0231	0.59432	0.94498	0.30625	0.64747
DLG1	4	-0.21712	-1.0282	0.62003	0.95125	0.30387	0.64667
CCDC175	4	0.20376	0.75929	0.36282	0.86859	0.44768	0.72974
SH2D1A	4	0.48682	1.2765	0.043059	0.39634	0.20178	0.634
FRG1	4	-0.37755	-0.97142	0.34532	0.8573	0.33134	0.66021
PURA	4	-0.24394	-1.436	0.56603	0.93746	0.151	0.634
H2AFX	4	-0.78174	-1.5939	0.062947	0.47576	0.11096	0.634
GJD4	4	-0.12164	-0.68599	0.82975	0.98743	0.49272	0.75512
KIDINS220	4	-0.38605	-1.2756	0.33482	0.8509	0.20208	0.634
MUC5B	4	-0.28331	-1.3377	0.49219	0.91951	0.181	0.634
OR10H1	4	-0.48717	-1.2392	0.2237	0.76008	0.21526	0.634
CXorf65	4	0.14895	0.98654	0.48011	0.91568	0.32387	0.65799
FLJ44635	4	-0.085772	-0.64611	0.9199	0.99393	0.51821	0.76536
ZNF354B	4	-0.098787	-0.32218	0.88564	0.99309	0.74731	0.86548
IRG1	4	0.17579	1.4744	0.42139	0.89407	0.14036	0.634
PLP2	4	0.082263	0.59881	0.64176	0.95452	0.5493	0.7766
CPNE8	4	-0.16221	-0.72752	0.73767	0.97721	0.46691	0.7404
C14orf2	4	0.03922	0.1086	0.75537	0.9778	0.91352	0.96022
TMEM187	4	0.52382	1.3018	0.029584	0.32496	0.19298	0.634
SLC2A12	4	0.23033	1.1446	0.31141	0.83864	0.25237	0.63489
RASAL2	4	0.11496	0.6824	0.56061	0.93742	0.49499	0.75627
BRK1	4	-0.90181	-1.8408	0.03565	0.36066	0.065651	0.54992
TBC1D3K	4	-0.92594	-2.2535	0.03212	0.34162	0.024226	0.35255
ZBTB20	4	-0.57037	-1.7635	0.15956	0.6859	0.077815	0.58991
SPG7	4	0.11944	0.51503	0.55067	0.93455	0.60653	0.79281
VPS26B	4	-0.40421	-1.7524	0.31275	0.8399	0.079701	0.59571
GNMT	4	-0.25886	-1.2302	0.53843	0.9326	0.21864	0.634
TMEM104	4	0.23504	0.71615	0.30275	0.83217	0.4739	0.74409
CSF3R	4	0.11643	0.52473	0.55668	0.93557	0.59977	0.792
SLC35E4	4	-0.20593	-0.93273	0.64335	0.95475	0.35096	0.67039
PHLDA3	4	-0.38031	-1.5112	0.34174	0.8562	0.13074	0.634
ATM	4	-0.18833	-0.62173	0.68064	0.96415	0.53412	0.77087
SOX5	4	0.54701	1.3676	0.023071	0.28267	0.17145	0.634
KRTAP10-10	4	-0.096184	-0.51615	0.8921	0.99393	0.60575	0.79281
ATP5B	4	-1.8713	-2.8584	0.00044749	0.026946	0.0042584	0.14086
SMS	4	-0.112	-0.46872	0.85392	0.98969	0.63927	0.80507
PDHX	4	-0.00014204	-0.0013707	0.85983	0.99056	0.99891	0.99927
TMEM39B	4	-0.002854	-0.031265	0.86764	0.99176	0.97506	0.98931
VPS37A	4	-0.036762	-0.31806	0.9552	0.99777	0.75044	0.86739
IFITM2	4	-0.13223	-0.70255	0.80609	0.98555	0.48234	0.74983
KLK2	4	-0.13306	-0.48479	0.80425	0.98555	0.62783	0.80036
MED7	4	-0.53865	-1.6556	0.18133	0.71431	0.097798	0.634
BMP8B	4	0.2785	0.99524	0.22792	0.76336	0.31962	0.65482
SPDYE5	4	-0.82472	-1.862	0.051213	0.42899	0.062608	0.54041
LURAP1L	4	0.30748	1.1171	0.1867	0.72089	0.26393	0.63643
DCLRE1A	4	0.25104	1.1642	0.27491	0.80774	0.24436	0.63489
CYB561A3	4	-0.041411	-0.2661	0.96743	0.99826	0.79016	0.88946
C3orf20	4	0.39512	1.0813	0.097206	0.58212	0.27954	0.63891
UGT8	4	0.35221	1.2177	0.1346	0.64941	0.22333	0.634
LOC101927322	4	0.56053	1.373	0.019988	0.26121	0.16976	0.634
COPS6	4	-1.4178	-2.5649	0.003033	0.082432	0.01032	0.2263
MOB1A	4	0.01808	0.33204	0.81061	0.98555	0.73986	0.86052
GGT1	4	-0.10846	-0.92903	0.86257	0.99109	0.35288	0.67176
OMA1	4	-0.22825	-1.3009	0.59696	0.94567	0.19329	0.634
SPRR2F	4	-0.22689	-0.53655	0.59939	0.94712	0.59158	0.78821
CEACAM6	4	0.11451	0.34533	0.5619	0.93746	0.72984	0.8552
FOSB	4	-0.31172	-1.3125	0.44416	0.90077	0.18935	0.634
ZNF462	4	-0.17824	-0.91126	0.70083	0.96766	0.36216	0.67611
MTMR14	4	-0.083855	-0.35586	0.92442	0.99393	0.72194	0.85007
VNN2	4	0.081647	0.51509	0.64305	0.95475	0.60649	0.79281
LRRC38	4	-0.010164	-0.1094	0.88713	0.99354	0.91288	0.96
PACSIN2	4	0.41454	1.11	0.08219	0.53644	0.26701	0.63763
EMX2	4	0.69552	1.2333	0.0037788	0.093491	0.21745	0.634
SKOR1	4	0.23685	0.88988	0.29927	0.82849	0.37353	0.68202
PGBD2	4	-0.063638	-0.30076	0.97499	0.99868	0.7636	0.87522
ZIK1	4	0.19106	0.99928	0.38982	0.88146	0.31766	0.65384
SMYD2	4	0.00085053	0.012348	0.85755	0.99002	0.99015	0.99497
SLC38A9	4	0.38785	1.0728	0.10302	0.59689	0.28338	0.63926
AMIGO2	4	-0.28935	-1.1829	0.4823	0.91701	0.23683	0.634
KDM4A	4	-0.29401	-1.0445	0.47365	0.91367	0.29627	0.64464
GLUD2	4	0.26763	0.78777	0.24523	0.78149	0.43083	0.72004
SLC9C2	4	0.2091	0.95139	0.35213	0.86155	0.3414	0.66528
LSM8	4	-1.339	-2.3418	0.0040274	0.095182	0.019193	0.31623
PSMD4	4	-0.55837	-1.5148	0.16726	0.69432	0.12981	0.634
TMEM249	4	-0.43564	-1.9615	0.27551	0.80902	0.049826	0.48772
LPA	4	-0.032629	-0.24003	0.94555	0.99769	0.81031	0.90232
HIST1H4F	4	0.053849	0.5508	0.71505	0.97086	0.58177	0.78464
LSM7	4	-1.12	-2.0704	0.013276	0.20366	0.038415	0.44148
APOOL	4	-0.055371	-0.24066	0.99622	0.99985	0.80982	0.90203
ARHGAP18	4	0.34217	1.0457	0.14544	0.66674	0.29569	0.64464
FGF16	4	0.32594	1.415	0.16398	0.69237	0.15707	0.634
CCNA1	4	0.19841	1.0595	0.37445	0.8756	0.28939	0.64214
DOCK10	4	-0.090459	-1.0685	0.90757	0.99393	0.28528	0.63979
OR4M1	4	-0.025697	-0.09001	0.92835	0.99393	0.92828	0.96748
GSN	4	0.061536	0.49442	0.69386	0.96699	0.62101	0.79756
ARID3C	4	0.015009	0.051312	0.81936	0.98694	0.95908	0.98198
CXorf51B	4	0.33012	1.2429	0.15861	0.68467	0.21389	0.634
CD1B	4	0.058733	0.26642	0.70142	0.9681	0.78991	0.88946
ZNF490	4	0.16903	0.81778	0.43611	0.89905	0.41348	0.70917
PPP6R1	4	-0.46346	-1.3979	0.24732	0.78341	0.16214	0.634
GJC1	4	0.22623	1.155	0.31991	0.84451	0.24809	0.63489
GJC3	4	0.15936	0.7863	0.45754	0.90678	0.43169	0.72045
TMEM212	4	-0.32488	-1.4966	0.42328	0.89486	0.1345	0.634
APOBEC4	4	0.17385	0.65978	0.42567	0.89597	0.5094	0.76255
GTF2A1	4	0.050201	0.60138	0.72464	0.97375	0.54759	0.77612
CHM	4	-0.1445	-0.80659	0.7776	0.98101	0.4199	0.71345
ZDHHC21	4	0.34165	1.3349	0.14613	0.66765	0.18192	0.634
HMGN5	4	-0.20656	-0.93661	0.64191	0.95453	0.34896	0.66924
HMP19	4	0.053153	0.32678	0.71694	0.97086	0.74384	0.863
GAK	4	0.23845	1.2603	0.29654	0.82627	0.20755	0.634
C9orf142	4	-0.04287	-0.23702	0.97131	0.99826	0.81264	0.90325
CA8	4	0.35401	1.3685	0.13281	0.64603	0.17115	0.634
MRPS25	4	-0.62059	-1.5557	0.12828	0.64036	0.11978	0.634
AGRN	4	0.16582	0.78862	0.44307	0.90077	0.43033	0.71992
SNX31	4	0.0060579	0.027015	0.84298	0.988	0.97845	0.9907
CD1A	4	0.0039529	0.0149	0.8487	0.98873	0.98811	0.99379
ELF5	4	0.16343	0.78208	0.44784	0.90232	0.43417	0.72112
NABP1	4	0.1945	1.2757	0.38186	0.87712	0.20205	0.634
PHTF2	4	-0.072847	-0.46632	0.95321	0.99776	0.64099	0.80579
GLTP	4	0.25537	0.93454	0.26691	0.80185	0.35003	0.66994
ZNF718	4	0.40484	1.3563	0.089399	0.55873	0.17502	0.634
PCDHB7	4	-0.063579	-0.3068	0.97504	0.99868	0.759	0.87228
PDAP1	4	-0.47941	-1.1911	0.23021	0.76656	0.23363	0.634
CD52	4	0.33474	1.0025	0.15319	0.67566	0.31609	0.65349
CCL1	4	0.18617	0.64419	0.39867	0.88675	0.51945	0.76587
YBX3	4	0.10716	0.63245	0.5798	0.93956	0.52709	0.76801
OR8H2	4	0.17634	0.8524	0.4203	0.89387	0.39399	0.69515
XIAP	4	0.11111	0.5081	0.57011	0.93746	0.61138	0.79426
GOLGA8A	4	0.40992	1.0947	0.085621	0.54597	0.27364	0.63891
CSMD3	4	0.19946	1.316	0.37227	0.87445	0.18818	0.634
ZG16B	4	-0.92943	-2.6477	0.031722	0.33899	0.0081041	0.19701
PTF1A	4	-0.30462	-1.6544	0.45585	0.90503	0.098045	0.634
HIST1H2AH	4	-0.48123	-0.97307	0.22827	0.76342	0.33052	0.66003
LRRC72	4	0.22212	0.9913	0.32652	0.84648	0.32154	0.65629
ABHD15	4	-0.032135	-0.21145	0.94456	0.99764	0.83254	0.91431
BRD3	4	0.33871	1.4277	0.14951	0.67217	0.15339	0.634
CA9	4	-0.068165	-0.33865	0.96455	0.99826	0.73487	0.85752
C11orf24	4	0.17376	0.94867	0.42606	0.89606	0.34279	0.66568
PPEF1	4	-0.057199	-0.22014	0.99175	0.99965	0.82576	0.91124
BCHE	4	0.38815	1.0747	0.10268	0.5963	0.28252	0.63912
RPL36AL	4	-2.4586	-4.3391	0	0	1.4307e-05	0.0049252
CD63	4	0.30549	1.2234	0.18939	0.72167	0.22118	0.634
VPS72	4	-0.91003	-2.3095	0.034358	0.35505	0.020917	0.33151
CTSC	4	0.28591	0.55747	0.21738	0.75392	0.5772	0.78386
ZNF521	4	-0.12632	-0.48998	0.81916	0.98694	0.62415	0.79866
OR4X1	4	0.50771	1.3296	0.035103	0.35747	0.18366	0.634
LNPEP	4	0.26371	1.1968	0.25119	0.78589	0.23139	0.634
BRSK2	4	0.2327	0.81298	0.30693	0.83505	0.41623	0.71123
TMEM105	4	-0.083977	-0.66326	0.92408	0.99393	0.50716	0.76167
CCDC101	4	-1.0928	-2.5422	0.015016	0.21909	0.011015	0.23246
ZC2HC1A	4	0.25449	1.0852	0.2685	0.8022	0.27784	0.63891
TNFAIP8L2-SCNM1	4	-0.36081	-1.5308	0.36968	0.87267	0.12582	0.634
TOP2B	4	-0.30003	-1.8575	0.4636	0.90953	0.063239	0.5426
PPP3R1	4	0.0083748	0.032233	0.83681	0.98743	0.97429	0.98904
HIST1H3D	4	-0.18954	-1.0413	0.67835	0.96343	0.29774	0.64531
NRG4	4	0.0022157	0.022451	0.85347	0.98968	0.98209	0.99165
ORC6	4	-1.7793	-3.6905	0.00049722	0.0271	0.00022383	0.026685
SPINK9	4	0.30429	0.8793	0.19078	0.7226	0.37924	0.68547
VWC2L	4	0.52787	1.1018	0.02859	0.31733	0.27056	0.63836
SULT1E1	4	0.086053	0.5798	0.63211	0.95194	0.56205	0.77999
LDHC	4	0.050223	0.36515	0.72459	0.97375	0.715	0.84623
WNT16	4	0.08997	0.448	0.62207	0.95125	0.65415	0.81212
