sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final,test1,Test2,DLD1-Ts2.18.final_recalculate
UBE2V1_513.26,UBE2V1,1259,3010,1751,1751,1751
CTRB1_792.75,CTRB1,1345,2592,1247,1247,1247
PRKRIR_E1_80.9,PRKRIR,1343,2674,1331,1331,1331
TGFBR2_PKc_E8_102.12,TGFBR2,1416,3275,1859,1859,1859
HLTF_3030.169,HLTF,1321,3230,1909,1909,1909
MMP21_1710.74,MMP21,871,2116,1245,1245,1245
ZNF200_E5_240.12,ZNF200,1181,2463,1282,1282,1282
ZNF677_E5_903.12,ZNF677,2484,6128,3644,3644,3644
ZNF534_E4_1170.83,ZNF534,518,1546,1028,1028,1028
MARCH7_2001.91,7-Mar,1942,4307,2365,2365,2365
ZNF530_E3_1005.13,ZNF530,2372,6399,4027,4027,4027
PTK7_PKc_E18_152.17,PTK7,252,466,214,214,214
PHF19_Phd1_E5_86.9,PHF19,1617,4504,2887,2887,2887
FOS_E3_75.1,FOS,1021,2262,1241,1241,1241
KDM1B_e13_75.2,KDM1B,3060,7521,4461,4461,4461
ZNF816_E5_999.43,ZNF816,4339,11585,7246,7246,7246
KDM4A_tudor9601004_E1_3195.227,KDM4A,1458,3576,2118,2118,2118
UBE2E3_624.10,UBE2E3,2725,6580,3855,3855,3855
LTA4H_1836.192,LTA4H,1348,2940,1592,1592,1592
HMX2_E2_174.21,HMX2,2387,6141,3754,3754,3754
ZIC1_E1_157.1,ZIC1,2663,7539,4876,4876,4876
PRMT5_e12_106.10,PRMT5,2980,5734,2754,2754,2754
HM13_1281.181,HM13,1128,3444,2316,2316,2316
JARID2_E17_108.3,JARID2,1344,2952,1608,1608,1608
RAG1_3132.353,RAG1,1369,3392,2023,2023,2023
PLK2_PKc_E4_130.5,PLK2,403,796,393,393,393
MAP3K9_PKc_E2_412.14,MAP3K9,638,1775,1137,1137,1137
MAFA_E1_273.9,MAFA,1688,3695,2007,2007,2007
MMP24_1938.66,MMP24,1615,3514,1899,1899,1899
DOT1L_e7_63.4,DOT1L,2006,3262,1256,1256,1256
FBXW5_1701.238,FBXW5,316,730,414,414,414
IKZF2_E5_168.5,IKZF2,1585,3741,2156,2156,2156
KMT2C_14736.787,KMT2C,1285,3143,1858,1858,1858
TADA2B_E2_73.0,TADA2B,1153,2370,1217,1217,1217
MST1_2178.186,MST1,1499,2563,1064,1064,1064
TRIM24_Phd_E15_104.1,TRIM24,2940,6804,3864,3864,3864
TRIM24_3153.132,TRIM24,2940,6804,3864,3864,3864
ZNF217_E3_47.0,ZNF217,2086,4692,2606,2606,2606
RNF217_1629.147,RNF217,978,2682,1704,1704,1704
MAPK13_PKc_E5_30,MAPK13,553,1281,728,728,728
ZPR1_E9_71.1,ZPR1,1334,2398,1064,1064,1064
PHF11_Phd_E3_84.0,PHF11,1486,4425,2939,2939,2939
ZNF705G_E5_162.6,ZNF705G,1715,4021,2306,2306,2306
STK17B_PKc_E2_53.1,STK17B,679,1569,890,890,890
KCNG4_BTB61160_E1_1560.19,KCNG4,1551,4515,2964,2964,2964
ZNF90_E4_996.22,ZNF90,1292,2986,1694,1694,1694
RNF125_699.53,RNF125,1080,2298,1218,1218,1218
ARID5A_E6_34.3,ARID5A,976,2235,1259,1259,1259
HNF1B_E3_116.0,HNF1B,1500,3335,1835,1835,1835
FOXD4L6_E1_234.5,FOXD4L6,2881,6474,3593,3593,3593
CSF1R_PKc_E17_98.1,CSF1R,790,1991,1201,1201,1201
TULP4_E13_120.16,TULP4,1500,3370,1870,1870,1870
TULP4_4632.365,TULP4,1500,3370,1870,1870,1870
L3MBTL2_MBT511604_E1_2118.165,L3MBTL2,1331,3214,1883,1883,1883
ZNF80_E1_411.42,ZNF80,2212,5441,3229,3229,3229
KLHL20_BTB59165_E1_1830.16,KLHL20,1152,2755,1603,1603,1603
SCYL1_PKc_E3_123.21,SCYL1,661,1646,985,985,985
ZNF341_E3_81.7,ZNF341,692,1592,900,900,900
ASPRV1_1032.66,ASPRV1,1741,4190,2449,2449,2449
HOXA3_E3_177.16,HOXA3,947,2014,1067,1067,1067
ZNF584_E4_495.49,ZNF584,1168,2491,1323,1323,1323
Nr1h4_E3_153.14,Nr1h4,730,1742,1012,1012,1012
MAPKAPK2_PKc_E6_76.6,MAPKAPK2,1261,2341,1080,1080,1080
TRIM48_675.13,TRIM48,1605,4214,2609,2609,2609
CDK3_PKc_E6_102,CDK3,568,1565,997,997,997
ZNF160_E7_1665.108,ZNF160,2484,7988,5504,5504,5504
MTF1_E3_215.12,MTF1,1370,3759,2389,2389,2389
HIVEP2_E5_4578.36,HIVEP2,2158,5451,3293,3293,3293
ZIC5_E1_118.8,ZIC5,594,1663,1069,1069,1069
KMT2C_Phd5_E19_134.10,KMT2C,1254,2083,829,829,829
ZNF263_E6_231.13,ZNF263,2376,6826,4450,4450,4450
CLPP_834.119,CLPP,2360,5438,3078,3078,3078
PRDM9_E11_915.125,PRDM9,1422,3713,2291,2291,2291
SFMBT1_MBT23120_E1_2601.33,SFMBT1,1028,2043,1015,1015,1015
XIAP_1494.25,XIAP,1368,3733,2365,2365,2365
UBE4A_3201.57,UBE4A,1515,4100,2585,2585,2585
TRIM33_3384.382,TRIM33,459,1107,648,648,648
PRSS58_726.36,PRSS58,2431,6487,4056,4056,4056
RSF1_Phd_E8_99.5,RSF1,4049,12525,8476,8476,8476
HSFY2_E2_126.3,HSFY2,3741,8465,4724,4724,4724
KCNB1_BTB33132_E1_2577.14,KCNB1,640,1560,920,920,920
TFAP2C_E5_119.7,TFAP2C,1327,2985,1658,1658,1658
KLHL26_BTB56157_E1_1848.32,KLHL26,1986,5299,3313,3313,3313
ELF2_E7_188.12,ELF2,2006,4610,2604,2604,2604
FBXO45_861.128,FBXO45,653,1655,1002,1002,1002
ZNF695_E4_1104.30,ZNF695,1658,4732,3074,3074,3074
TERF2_E10_144.12,TERF2,3401,6308,2907,2907,2907
PITRM1_3117.19,PITRM1,2246,4684,2438,2438,2438
ZNF19_E6_648.22,ZNF19,2072,4716,2644,2644,2644
USP51_2136.182,USP51,1261,2982,1721,1721,1721
PSMA4_786.23,PSMA4,1503,2397,894,894,894
BRDT_BD1_e2_121.3,BRDT,3332,8445,5113,5113,5113
KCNS3_BTB17116_E1_1476.14,KCNS3,1620,4955,3335,3335,3335
ZNRF3_2811.553,ZNRF3,637,2025,1388,1388,1388
MOZ_e12_162.1,MOZ,664,1626,962,962,962
IRAK1_PKc_E5_81.5,IRAK1,124,403,279,279,279
ZNF223_E5_498.39,ZNF223,1548,4126,2578,2578,2578
ZNF655_E4_582.26,ZNF655,1342,3479,2137,2137,2137
AHRR_E3_126.4,AHRR,519,1210,691,691,691
MEX3A_1563.71,MEX3A,314,785,471,471,471
ZFP2_E5_1059.45,ZFP2,1425,3040,1615,1615,1615
ZNF664_E5_735.39,ZNF664,2050,5034,2984,2984,2984
BRD2_BD2_e6_145.7,BRD2,1602,3435,1833,1833,1833
PAPPA_4884.697,PAPPA,1796,5462,3666,3666,3666
TSC22D2_E4_168.3,TSC22D2,690,2155,1465,1465,1465
ASB8_867.58,ASB8,1649,4045,2396,2396,2396
BAZ1A_BD_e25_118.1,BAZ1A,2461,6143,3682,3682,3682
FBXL19_Phd_E4_63.2,FBXL19,948,1649,701,701,701
FBXL19_2085.469,FBXL19,948,1649,701,701,701
AIRE_Phd1_E8_113.6,AIRE,1008,3080,2072,2072,2072
UBE2A_459.19,UBE2A,1107,2994,1887,1887,1887
ZRANB1_121.0,ZRANB1,2117,5678,3561,3561,3561
USP17L11_885.50,USP17L11,12636,25502,12866,12866,12866
USP17L18_885.50,USP17L18,12636,25502,12866,12866,12866
USP17L19_885.50,USP17L19,12636,25502,12866,12866,12866
USP17L20_885.50,USP17L20,12636,25502,12866,12866,12866
USP17L22_885.50,USP17L22,12636,25502,12866,12866,12866
USP17L24_885.49,USP17L24,12636,25502,12866,12866,12866
USP17L25_885.49,USP17L25,12636,25502,12866,12866,12866
USP17L26_885.49,USP17L26,12636,25502,12866,12866,12866
ZNF300_E7_1077.56,ZNF300,598,1335,737,737,737
ZNF610_E6_735.29,ZNF610,885,2261,1376,1376,1376
STEAP1_1020.54,STEAP1,3181,8571,5390,5390,5390
KMT2B_e36_130.3,KMT2B,2585,6780,4195,4195,4195
TRIM26_1620.228,TRIM26,997,2150,1153,1153,1153
ZNF225_E5_1635.24,ZNF225,1727,4093,2366,2366,2366
DPYSL5_1695.29,DPYSL5,1442,3169,1727,1727,1727
TULP4_4632.49,TULP4,1689,4107,2418,2418,2418
F7_1401.21,F7,966,2476,1510,1510,1510
CDC27_2493.112,CDC27,955,1233,278,278,278
ZNF20_E4_1233.57,ZNF20,1756,3468,1712,1712,1712
LRRK2_PKc_E40_191.4,LRRK2,633,1293,660,660,660
KCNS3_BTB17116_E1_1476.183,KCNS3,763,1662,899,899,899
MID1_2004.0,MID1,1221,2848,1627,1627,1627
PHOX2A_E3_42.2,PHOX2A,780,1866,1086,1086,1086
BTRC_1818.138,BTRC,2091,5539,3448,3448,3448
USP24_99.1,USP24,3228,7968,4740,4740,4740
TRIM9_2133.287,TRIM9,2268,5981,3713,3713,3713
TBX3_E2_268.13,TBX3,1142,2597,1455,1455,1455
HTRA2_1377.21,HTRA2,980,1985,1005,1005,1005
ZNF556_E4_492.44,ZNF556,1579,3902,2323,2323,2323
FOXO4_E2_90.1,FOXO4,2748,7042,4294,4294,4294
TLL1_3042.52,TLL1,1532,3476,1944,1944,1944
TLX3_E2_167.13,TLX3,1019,2519,1500,1500,1500
UBE2J1_957.86,UBE2J1,2148,5499,3351,3351,3351
ZNF239_E2_816.82,ZNF239,1795,5018,3223,3223,3223
PLAGL1_E7_67.4,PLAGL1,1399,3005,1606,1606,1606
SP2_E7_80.4,SP2,2053,4109,2056,2056,2056
KMT2D_e51_74.0,KMT2D,1645,4663,3018,3018,3018
ANAPC1_10,ANAPC1,419,667,248,248,248
RNF186_684.112,RNF186,1902,4293,2391,2391,2391
ZNF468_E4_750.15,ZNF468,1166,3397,2231,2231,2231
BRD2_BD1_e3_138.3,BRD2,3787,5306,1519,1519,1519
FBXL7_1476.30,FBXL7,1433,4114,2681,2681,2681
PIK3R4_PKc_E3_134.5,PIK3R4,795,1154,359,359,359
ZNF136_E4_1110.75,ZNF136,1940,4668,2728,2728,2728
ONECUT1_E2_165.13,ONECUT1,2145,5871,3726,3726,3726
BRD4_BD1_e2_121.9,BRD4,1838,3507,1669,1669,1669
KDM5D_e13_79.1,KDM5D,2267,6580,4313,4313,4313
ZNF583_E5_1056.60,ZNF583,1656,3752,2096,2096,2096
MATK_PKc_E11_74.3,MATK,743,1693,950,950,950
CELA1_777.5,CELA1,1106,2533,1427,1427,1427
NSD3_e20_117.2,NSD3,1654,4016,2362,2362,2362
BRDT_BD1_e4_68.0,BRDT,2474,5606,3132,3132,3132
USP45_2445.94,USP45,2899,7325,4426,4426,4426
BAZ1A_BD_e27_135.4,BAZ1A,2751,7292,4541,4541,4541
TRIM63_1062.5,TRIM63,666,1715,1049,1049,1049
ZBTB41_BTB77173_E1_2730.16,ZBTB41,1099,3516,2417,2417,2417
MARCH9_1041.72,9-Mar,720,1740,1020,1020,1020
PDK3_PKc_E1_34.1,PDK3,1149,3029,1880,1880,1880
TULP2_E12_172.1,TULP2,3664,8902,5238,5238,5238
ZBTB8A_E4_144.14,ZBTB8A,2494,5958,3464,3464,3464
MTA1_SANT_E11_57.0,MTA1,2800,7074,4274,4274,4274
SOX6_E14_107.6,SOX6,1299,3372,2073,2073,2073
CNBP_540.22,CNBP,868,2087,1219,1219,1219
LCORL_E7_876.50,LCORL,2925,7024,4099,4099,4099
KCNV2_BTB99190_E1_1638.43,KCNV2,673,1538,865,865,865
NCOA2_e20_178.17,NCOA2,2294,5497,3203,3203,3203
JARID2_E17_108.4,JARID2,1452,3724,2272,2272,2272
UBE2E1_582.29,UBE2E1,988,2092,1104,1104,1104
CDK2_PKc_E4_171.1,CDK2,958,1792,834,834,834
neg24,neg24,2745,7267,4522,4522,4522
PBX4_E5_136.0,PBX4,340,790,450,450,450
UBE2E2_606.37,UBE2E2,2346,6138,3792,3792,3792
ASB9_885.41,ASB9,1202,2659,1457,1457,1457
G2E3_1983.48,G2E3,519,1177,658,658,658
HIVEP2_E7_172.2,HIVEP2,2599,6978,4379,4379,4379
ZNF45_E10_1548.70,ZNF45,364,1015,651,651,651
CDK1_e5.1,CDK1,3202,4643,1441,1441,1441
SIRT6_e4_60.2,SIRT6,1406,3294,1888,1888,1888
SNAI1_E3_133.16,SNAI1,1497,2956,1459,1459,1459
SPSB2_792.107,SPSB2,782,1975,1193,1193,1193
ANKIB1_3270.274,ANKIB1,1654,3989,2335,2335,2335
FBXO7_1569.174,FBXO7,2898,7240,4342,4342,4342
ADAM23_2499.5,ADAM23,1789,4628,2839,2839,2839
ZFP30_E6_1074.76,ZFP30,2095,5592,3497,3497,3497
CDY2A_Chromo_E1_159.10,CDY2A,1962,4609,2647,2647,2647
NFIC_E5_124.15,NFIC,1120,3693,2573,2573,2573
ZNF491_E3_1176.57,ZNF491,2693,6799,4106,4106,4106
KLF2_E2_75.2,KLF2,2333,5443,3110,3110,3110
SOX11_E1_216.10,SOX11,1132,2598,1466,1466,1466
TTN_PKc_E358_736.2,TTN,1010,2199,1189,1189,1189
neg31,neg31,4632,12509,7877,7877,7877
USP17L24_885.18,USP17L24,7997,16310,8313,8313,8313
USP17L25_885.18,USP17L25,7997,16310,8313,8313,8313
USP17L26_885.18,USP17L26,7997,16310,8313,8313,8313
USP17L5_885.18,USP17L5,7997,16310,8313,8313,8313
SENP8_639.7,SENP8,2322,5314,2992,2992,2992
IRF2_E2_75.8,IRF2,712,1863,1151,1151,1151
KDM6A_e25_115.8,KDM6A,2008,4342,2334,2334,2334
BACE2_1557.33,BACE2,1883,4983,3100,3100,3100
MNT_E4_112.5,MNT,1320,3261,1941,1941,1941
HDGF_PWWP40108_E1_771.21,HDGF,1038,2184,1146,1146,1146
UBE2S_2,UBE2S,797,1651,854,854,854
HNF4A_E2_113.5,HNF4A,936,2187,1251,1251,1251
ANPEP_2904.421,ANPEP,1428,4017,2589,2589,2589
TFAP2B_E7_217.5,TFAP2B,1979,4982,3003,3003,3003
REPIN1_E4_1524.171,REPIN1,654,1667,1013,1013,1013
UBE2N_459.23,UBE2N,1048,1980,932,932,932
CASP4_966.7,CASP4,1615,3890,2275,2275,2275
ZKSCAN3_E7_573.15,ZKSCAN3,1992,4645,2653,2653,2653
ZNF212_E5_66.2,ZNF212,2378,5863,3485,3485,3485
GRHL1_E5_77.7,GRHL1,1682,4038,2356,2356,2356
PBX4_E5_136.12,PBX4,1673,4057,2384,2384,2384
STK32A_PKc_E7_90.4,STK32A,716,1800,1084,1084,1084
NR1I3_E2_77.1,NR1I3,1988,5385,3397,3397,3397
MTF2_tudor4595_E1_1782.15,MTF2,1343,3183,1840,1840,1840
TWIST2_Ex_176.15,TWIST2,708,1849,1141,1141,1141
ZNF227_E6_1557.100,ZNF227,1896,4849,2953,2953,2953
ZNF212_E5_66.0,ZNF212,2757,6821,4064,4064,4064
WT1_E8_90.0,WT1,2543,7041,4498,4498,4498
KDM6A_e25_115.7,KDM6A,2217,5116,2899,2899,2899
LCOR_E8_132.11,LCOR,3694,10042,6348,6348,6348
NEURL2_858.175,NEURL2,1198,3211,2013,2013,2013
PSMB2_606.18,PSMB2,1736,3569,1833,1833,1833
CUL7_5349.545,CUL7,2068,5477,3409,3409,3409
NSD1_Phd4_E15_98.0,NSD1,1097,2191,1094,1094,1094
RNF175_987.81,RNF175,1838,4285,2447,2447,2447
ITCH_2259.185,ITCH,1186,3086,1900,1900,1900
ZNF410_E9_90.2,ZNF410,1112,2322,1210,1210,1210
TDRD9_tudor949996_E1_4149.337,TDRD9,974,2043,1069,1069,1069
PRSS22_954.166,PRSS22,1303,2873,1570,1570,1570
HIPK4_PKc_E3_219.24,HIPK4,691,1889,1198,1198,1198
PJA1_1368.113,PJA1,1334,3973,2639,2639,2639
USP29_2769.61,USP29,2076,5820,3744,3744,3744
CUX1_E23_155.12,CUX1,1183,2743,1560,1560,1560
KDM4C_e8_96.5,KDM4C,2751,6870,4119,4119,4119
MSL3_Chromo_E2_83.4,MSL3,1503,3122,1619,1619,1619
ZNF219_E4_63.1,ZNF219,2123,5440,3317,3317,3317
ZNF701_E5_795.30,ZNF701,2732,6371,3639,3639,3639
ANAPC7_1800.69,ANAPC7,1263,3131,1868,1868,1868
KCNV2_BTB99190_E1_1638.41,KCNV2,1444,4094,2650,2650,2650
ZNF740_E6_119.4,ZNF740,3637,9796,6159,6159,6159
TBX3_E7_134.15,TBX3,218,604,386,386,386
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,307,911,604,604,604
ZBTB26_BTB23123_E1_1326.14,ZBTB26,1042,3105,2063,2063,2063
ZNF540_E5_1251.35,ZNF540,1902,4887,2985,2985,2985
EN1_E2_180.18,EN1,2278,7184,4906,4906,4906
TMPRSS11D_1257.72,TMPRSS11D,2155,5359,3204,3204,3204
ZNF169_E5_1002.76,ZNF169,1349,3170,1821,1821,1821
ZCWPW2_CW3078_E1_1071.4,ZCWPW2,1090,2981,1891,1891,1891
TESK2_PKc_E7_85.7,TESK2,388,1197,809,809,809
MMP10_1431.35,MMP10,1684,4309,2625,2625,2625
FBXL2_1272.149,FBXL2,1592,3477,1885,1885,1885
CHD2_Chromo_E10_101.1,CHD2,1491,3475,1984,1984,1984
RPL9_e3.2,RPL9,9037,15413,6376,6376,6376
ZNF112_E5_1077.95,ZNF112,432,1126,694,694,694
HSFY2_E1_279.6,HSFY2,3477,9324,5847,5847,5847
ZNF331_E7_993.91,ZNF331,2777,7377,4600,4600,4600
KDM2B_13,KDM2B,1108,3115,2007,2007,2007
EPHB4_PKc_E15_150.34,EPHB4,1177,2532,1355,1355,1355
EZH1_e20_85.2,EZH1,1676,4467,2791,2791,2791
KLHL8_BTB57163_E1_1863.164,KLHL8,900,2157,1257,1257,1257
MIB2_3213.84,MIB2,146,292,146,146,146
ATAD2B_BD_e22_160.8,ATAD2B,2738,7258,4520,4520,4520
USP8_3357.149,USP8,1015,1616,601,601,601
IMMP2L_528.19,IMMP2L,1639,3963,2324,2324,2324
DRGX_E3_33.1,DRGX,1063,2843,1780,1780,1780
PITX2_E3_42.0,PITX2,2507,6214,3707,3707,3707
MYRF_E10_111.6,MYRF,3475,8462,4987,4987,4987
HOXA2_E2_174.15,HOXA2,1197,2618,1421,1421,1421
ADAMTS14_3681.674,ADAMTS14,2054,4598,2544,2544,2544
SPIN4_Spinlin201245_E1_750.44,SPIN4,750,2098,1348,1348,1348
FBXO39_1,FBXO39,1159,2776,1617,1617,1617
RFPL1_954.118,RFPL1,1438,3577,2139,2139,2139
ZNF417_E3_567.8,ZNF417,1135,2675,1540,1540,1540
SENP1_1935.69,SENP1,1380,2993,1613,1613,1613
KCTD3_BTB20112_E1_2448.18,KCTD3,851,1886,1035,1035,1035
PRDM2_E8_69.5,PRDM2,2291,5239,2948,2948,2948
BRAF_PKc_E12_85.2,BRAF,887,2174,1287,1287,1287
FOXO3_E1_153.15,FOXO3,1928,5254,3326,3326,3326
TBX18_E4_172.20,TBX18,2525,6526,4001,4001,4001
ZNF26_E5_1047.19,ZNF26,2277,5124,2847,2847,2847
RNF13_1146.8,RNF13,2203,4527,2324,2324,2324
TRIP12_6123.357,TRIP12,1119,2302,1183,1183,1183
RNF122_468.9,RNF122,1116,3287,2171,2171,2171
PBK_PKc_E3_59.2,PBK,531,1265,734,734,734
ZNF772_E5_582.20,ZNF772,2136,5227,3091,3091,3091
TSC22D4_E5_162.3,TSC22D4,1081,2567,1486,1486,1486
ZNF84_E5_1578.122,ZNF84,901,2265,1364,1364,1364
HOXD4_E2_177.21,HOXD4,184,546,362,362,362
PIAS2_1866.115,PIAS2,1292,3005,1713,1713,1713
RNF225_990.33,RNF225,520,1326,806,806,806
HIC1_BTB37152_E1_2202.469,HIC1,1393,3688,2295,2295,2295
FBXO18_3285.279,FBXO18,1614,3463,1849,1849,1849
TRIM63_1062.147,TRIM63,608,1749,1141,1141,1141
SATB1_E12_174.5,SATB1,1550,4317,2767,2767,2767
ASB17_888.18,ASB17,1017,2199,1182,1182,1182
CHD6_Chromo_E6_63.2,CHD6,774,1675,901,901,901
PPARG_E4_139.5,PPARG,3265,7593,4328,4328,4328
ZNF776_E3_666.51,ZNF776,1079,2918,1839,1839,1839
SHPRH_5052.202,SHPRH,2266,5797,3531,3531,3531
RNF180_1779.97,RNF180,2084,5509,3425,3425,3425
PRMT2_e7_165.21,PRMT2,3306,7599,4293,4293,4293
KCND2_BTB43132_E1_1893.212,KCND2,1563,4339,2776,2776,2776
AK3_PKc_E4_119.7,AK3,551,1477,926,926,926
ROCK1_PKc_E7_145.1,ROCK1,695,1990,1295,1295,1295
JOSD2_567.39,JOSD2,298,818,520,520,520
MAP4K3_PKc_E3_91,MAP4K3,1226,2955,1729,1729,1729
UBE2C_540.64,UBE2C,1659,4094,2435,2435,2435
ZNF799_E4_1587.66,ZNF799,2636,7559,4923,4923,4923
EPHA4_PKc_E15_150.7,EPHA4,602,2006,1404,1404,1404
CAD_6678.68,CAD,1439,3199,1760,1760,1760
ZNF841_E7_1674.15,ZNF841,2757,7192,4435,4435,4435
ZNF138_E4_231.2,ZNF138,3516,10177,6661,6661,6661
KEL_2199.283,KEL,1981,5335,3354,3354,3354
CFLAR_708.55,CFLAR,1347,3437,2090,2090,2090
CLOCK_e22_203.2,CLOCK,2327,4789,2462,2462,2462
KLK6_735.108,KLK6,2047,5084,3037,3037,3037
DLX1_E2_129.2,DLX1,1490,3391,1901,1901,1901
KAT6B_Phd2_E5_36.0,KAT6B,1826,5072,3246,3246,3246
USP17L2_1593.25,USP17L2,2414,5322,2908,2908,2908
TCF12_E19_183.11,TCF12,439,882,443,443,443
CAPN10_2019.36,CAPN10,2185,4777,2592,2592,2592
OVGP1_2037.248,OVGP1,951,2539,1588,1588,1588
PREP_2133.128,PREP,1482,4012,2530,2530,2530
TPP1_1692.59,TPP1,1762,4433,2671,2671,2671
TRIM42_2172.44,TRIM42,1733,5235,3502,3502,3502
FBXO5_1206.52,FBXO5,872,1349,477,477,477
JAK2_PKc_E13_135.1,JAK2,1095,2757,1662,1662,1662
RERE_E16_140.20,RERE,1363,3759,2396,2396,2396
MAFF_E3_276.10,MAFF,760,1439,679,679,679
SOX4_E1_216.20,SOX4,2603,7062,4459,4459,4459
ZNF575_E4_504.0,ZNF575,1793,4471,2678,2678,2678
SOCS6_1608.118,SOCS6,1320,3572,2252,2252,2252
DNMT1_Bah9811117_E1_4899.573,DNMT1,981,2072,1091,1091,1091
EMX1_E2_129.10,EMX1,806,2533,1727,1727,1727
KLK4_765.1,KLK4,2524,7387,4863,4863,4863
ELF4_E8_61.0,ELF4,2325,5974,3649,3649,3649
ZNF568_E7_1170.72,ZNF568,2757,7392,4635,4635,4635
PLK2_PKc_E3_117,PLK2,1021,2296,1275,1275,1275
KLHL5_BTB210317_E1_2268.36,KLHL5,1678,4525,2847,2847,2847
HELLS_H_e18_120.2,HELLS,2052,4541,2489,2489,2489
BARHL2_E2_155.1,BARHL2,1578,3956,2378,2378,2378
E2F1_E3_220.2,E2F1,856,2341,1485,1485,1485
EZH1_e18_82.1,EZH1,2089,5190,3101,3101,3101
HLTF_3030.81,HLTF,1854,4445,2591,2591,2591
DBP_E4_159.8,DBP,1537,3549,2012,2012,2012
MYB_SANT_E3_72.0,MYB,809,1852,1043,1043,1043
BRD3_BD2_e6_145.5,BRD3,1885,4047,2162,2162,2162
BACE2_1557.82,BACE2,679,1822,1143,1143,1143
SMN1_Tudor_E5_201.14,SMN1,1775,2796,1021,1021,1021
PRSS56_1812.423,PRSS56,1424,4257,2833,2833,2833
HOXC8_E2_177.13,HOXC8,2261,6075,3814,3814,3814
RFPL4A_864.70,RFPL4A,2247,6249,4002,4002,4002
ELK4_E2_159.6,ELK4,425,1318,893,893,893
HAND1_E1_162.12,HAND1,2148,5841,3693,3693,3693
TSHZ3_E2_207.21,TSHZ3,2111,5556,3445,3445,3445
YBX3_E4_90.7,YBX3,1612,4153,2541,2541,2541
XIAP_1494.40,XIAP,1287,3231,1944,1944,1944
XPNPEP2_66.4,XPNPEP2,2717,7653,4936,4936,4936
FOXN2_E3_204.3,FOXN2,3686,9855,6169,6169,6169
USP17L11_885.36,USP17L11,9945,25750,15805,15805,15805
USP17L18_885.36,USP17L18,9945,25750,15805,15805,15805
USP17L19_885.36,USP17L19,9945,25750,15805,15805,15805
MMP21_1710.69,MMP21,729,1854,1125,1125,1125
PHF7_1146.99,PHF7,3037,7296,4259,4259,4259
USP17L24_885.6,USP17L24,13058,26293,13235,13235,13235
USP17L25_885.6,USP17L25,13058,26293,13235,13235,13235
USP17L26_885.6,USP17L26,13058,26293,13235,13235,13235
USP17L5_885.6,USP17L5,13058,26293,13235,13235,13235
ZNF479_E5_990.78,ZNF479,1880,3666,1786,1786,1786
KCTD1_BTB40132_E1_798.1,KCTD1,886,1908,1022,1022,1022
KMT2B_ePhd_E23_138.11,KMT2B,2565,6495,3930,3930,3930
UBTFL1_E1_558.64,UBTFL1,1251,2612,1361,1361,1361
MBD1_CXXC217262_E1_1968.31,MBD1,2196,4754,2558,2558,2558
KMT2C_ePhd2_E52_315.17,KMT2C,1845,3918,2073,2073,2073
CHD2_D_e16_135.13,CHD2,1899,4420,2521,2521,2521
ZNF174_E3_237.3,ZNF174,679,1290,611,611,611
KALRN_PKc_E60_399.58,KALRN,1332,3465,2133,2133,2133
MSL2_1734.146,MSL2,1294,2534,1240,1240,1240
CUL5_2343.125,CUL5,1059,3472,2413,2413,2413
PHF21A_Phd_E15_129.0,PHF21A,1520,3851,2331,2331,2331
TRIM67_2352.448,TRIM67,1774,3874,2100,2100,2100
USP45_2445.88,USP45,1504,3709,2205,2205,2205
BRD3_BD1_e4_66.5,BRD3,1669,3898,2229,2229,2229
FBXO10_2871.482,FBXO10,2024,4892,2868,2868,2868
HMX2_E2_174.17,HMX2,1777,5184,3407,3407,3407
PIAS1_Ex_220.0,PIAS1,1485,4772,3287,3287,3287
RNF186_684.109,RNF186,843,2227,1384,1384,1384
ZNF490_E5_918.63,ZNF490,2349,6140,3791,3791,3791
PRSS35_1242.147,PRSS35,2431,5553,3122,3122,3122
TBX18_E6_63.3,TBX18,783,1446,663,663,663
ZNF770_E3_1944.30,ZNF770,2801,6948,4147,4147,4147
HERC3_2799.51,HERC3,1706,4426,2720,2720,2720
PRSS46_525.66,PRSS46,3601,9260,5659,5659,5659
PRSS46_260.40,PRSS46,3601,9260,5659,5659,5659
RNF8_1458.91,RNF8,845,1716,871,871,871
ATRX_D_e20_138.2,ATRX,2858,6097,3239,3239,3239
MAP4K1_PKc_E3_91.2,MAP4K1,278,647,369,369,369
PHEX_2250.27,PHEX,1374,3336,1962,1962,1962
BRD2_BD1_e4_60.3,BRD2,1234,2386,1152,1152,1152
SUV39H2_e4_147.6,SUV39H2,2003,5091,3088,3088,3088
TSSK4_PKc_E1_156.11,TSSK4,1760,4639,2879,2879,2879
PIM1_PKc_E4_367.38,PIM1,834,2217,1383,1383,1383
NKX1_2_E2_177.11,NKX1,2106,5838,3732,3732,3732
SNRK_PKc_E5_76.4,SNRK,772,1656,884,884,884
KDM2B_5,KDM2B,1080,2357,1277,1277,1277
NR2E3_E2_127.9,NR2E3,788,1808,1020,1020,1020
ZBTB8B_BTB14122_E1_1488.25,ZBTB8B,2122,5867,3745,3745,3745
HSFX2_E1_273.19,HSFX2,2068,4843,2775,2775,2775
CDKL3_PKc_E6_140.5,CDKL3,535,1422,887,887,887
