Gene	sgRNA	Ctrl_3|beta	Ctrl_3|z	Ctrl_3|p-value	Ctrl_3|fdr	Ctrl_3|wald-p-value	Ctrl_3|wald-fdr
KBTBD2	6	0.15328	0.64619	0.050341	0.24755	0.51816	0.67016
KBTBD3	6	0.11882	1.6791	0.11377	0.37807	0.093129	0.23355
KBTBD4	6	-0.029815	-0.54695	0.79522	0.91582	0.58441	0.70831
KBTBD6	6	0.15875	1.7341	0.044653	0.2282	0.082897	0.21981
KBTBD7	6	-0.035464	-0.46035	0.82224	0.93151	0.64526	0.7603
KBTBD8	6	0.18627	2.0064	0.020762	0.138	0.044812	0.188
KCNA1	6	-0.07299	-1.1211	0.9946	0.99686	0.26223	0.42764
KCNA10	6	0.013322	0.20791	0.56428	0.8098	0.8353	0.89759
KCNA2	6	-0.066623	-0.87102	0.97383	0.99457	0.38374	0.54847
KCNA3	6	-0.06556	-0.32042	0.96928	0.99457	0.74865	0.83803
KCNA4	6	0.066439	1.1707	0.29209	0.5933	0.24172	0.40469
KCNA5	6	-0.093128	-0.88496	0.90757	0.97051	0.37618	0.5414
KCNA6	6	0.092497	1.8271	0.188	0.47864	0.067689	0.20575
KCNB1	6	0.079996	1.4177	0.23265	0.52567	0.15627	0.30989
KCNB2	6	0.17022	1.8113	0.032423	0.19032	0.07009	0.20919
KCNC1	6	0.0144	0.50872	0.55916	0.80739	0.61095	0.73135
KCNC2	6	-0.094323	-0.71481	0.90245	0.96856	0.47473	0.63644
KCNC3	6	-0.12417	-1.5665	0.78584	0.91098	0.11723	0.26322
KCNC4	6	-0.069592	-0.65609	0.98919	0.99457	0.51177	0.66619
KCND1	6	0.014815	0.28055	0.55631	0.8056	0.77906	0.85733
KCND2	6	0.12921	1.9711	0.089875	0.33581	0.048708	0.18937
KCND3	6	-0.066107	-1.0583	0.97184	0.99457	0.2899	0.45728
KCNG1	6	0.13171	1.4187	0.085893	0.32935	0.15599	0.30956
KCNG2	6	0.12239	1.6174	0.10552	0.36605	0.1058	0.24815
KCNG3	6	0.0148	0.22018	0.55631	0.8056	0.82573	0.89139
KCNG4	6	0.06611	1.285	0.29323	0.59458	0.19879	0.35789
KCNRG	6	0.10268	2.0314	0.157	0.4343	0.042218	0.18638
KCNS1	6	-0.12276	-2.0675	0.79209	0.91404	0.038691	0.18302
KCNS2	6	0.081679	1.9633	0.22582	0.51726	0.049606	0.1902
KCNS3	6	0.022059	0.41064	0.51678	0.77925	0.68133	0.78517
KCNV1	6	0.09347	1.4152	0.18402	0.47365	0.15702	0.31034
KCNV2	6	0.017505	0.28214	0.54266	0.79825	0.77784	0.85683
KCTD1	6	0.047544	0.7229	0.3777	0.67003	0.46974	0.63261
KCTD10	6	-0.81749	-2.8505	0.012799	0.098253	0.0043655	0.04488
KCTD11	6	-0.01363	-0.48997	0.70876	0.88088	0.62416	0.74341
KCTD12	6	-0.067599	-1.5248	0.97838	0.99457	0.12732	0.27447
KCTD13	6	-0.13979	-0.94525	0.72952	0.89402	0.34453	0.51221
KCTD14	6	1.4298e-06	3.158e-05	0.63538	0.84717	0.99997	1
KCTD15	6	0.058948	0.94528	0.31741	0.61386	0.34452	0.51221
KCTD16	6	0.10103	1.4865	0.16297	0.44522	0.13716	0.28705
KCTD17	6	-0.21396	-2.0725	0.50626	0.77123	0.038222	0.18178
KCTD18	6	-0.055073	-1.4834	0.9215	0.97885	0.13797	0.28747
KCTD19	12	-0.064436	-1.4141	0.82964	0.93524	0.15734	0.31077
KCTD2	6	-0.06566	-0.99103	0.96985	0.99457	0.32167	0.48982
KCTD21	6	-0.04945	-2.1019	0.88879	0.96036	0.035559	0.17677
KCTD3	6	-0.049879	-1.0262	0.89135	0.96076	0.30481	0.47338
KCTD4	6	0.086048	1.6106	0.21246	0.50505	0.10726	0.25009
KCTD5	6	-0.27175	-1.7996	0.36917	0.66022	0.071922	0.21003
KCTD6	6	0.05404	1.4384	0.33817	0.62977	0.15033	0.30256
KCTD7	6	-0.03939	-0.63025	0.83959	0.93833	0.52853	0.67772
KCTD8	6	0.023579	0.43228	0.50597	0.77123	0.66554	0.77382
KCTD9	6	-0.27545	-1.6861	0.36405	0.65406	0.091773	0.23147
KEAP1	6	0.38274	1.8298	0.00028441	0.0045045	0.067285	0.20491
KLHL1	6	0.24876	1.9471	0.0025597	0.029508	0.051528	0.19141
KLHL10	6	0.077084	0.85935	0.2446	0.5402	0.39014	0.55438
KLHL11	6	0.0087611	0.12549	0.59016	0.82472	0.90014	0.94137
KLHL12	6	-0.071704	-0.99257	0.99573	0.99715	0.32092	0.48919
KLHL13	6	0.16341	1.9304	0.040387	0.21646	0.053557	0.19295
KLHL14	6	-0.022067	-0.43754	0.76138	0.90316	0.66172	0.77142
KLHL15	6	-0.082395	-0.91236	0.95535	0.99232	0.36158	0.52993
KLHL17	6	-0.14128	-1.8876	0.7227	0.89127	0.059078	0.19882
KLHL18	6	-0.035772	-0.45	0.82338	0.93151	0.65271	0.76449
KLHL2	6	0.039916	0.43079	0.41951	0.7042	0.66662	0.77483
KLHL20	6	-0.086449	-2.1433	0.93373	0.98411	0.032091	0.16855
KLHL21	6	0.019805	0.41511	0.52873	0.78505	0.67806	0.78351
KLHL22	6	-0.077407	-1.1508	0.9781	0.99457	0.24981	0.4143
KLHL23	6	0.12702	1.6752	0.09471	0.34436	0.093897	0.23451
KLHL24	6	0.092287	1.488	0.18857	0.47939	0.13674	0.28661
KLHL25	6	0.079079	1.1532	0.23493	0.52712	0.24884	0.41289
KLHL26	6	0.09787	0.93592	0.1698	0.45573	0.34932	0.51779
KLHL28	6	0.076996	1.3403	0.24516	0.54044	0.18014	0.33692
KLHL29	6	0.043026	0.61926	0.40501	0.69328	0.53575	0.68029
KLHL3	6	0.12288	1.5822	0.10495	0.36605	0.1136	0.25818
KLHL30	6	0.063887	0.84398	0.30176	0.60202	0.39868	0.56215
KLHL31	6	0.12404	1.8641	0.10182	0.36125	0.062305	0.20135
KLHL32	6	0.10614	1.5295	0.14306	0.4123	0.12613	0.27291
KLHL34	6	0.24792	1.9547	0.0025597	0.029508	0.050617	0.1906
KLHL35	6	-0.36602	-1.0626	0.2062	0.49828	0.28796	0.45504
KLHL36	6	-0.1082	-2.1406	0.843	0.93887	0.032308	0.16855
KLHL38	6	0.083292	1.0876	0.22042	0.51054	0.27676	0.44271
KLHL4	6	0.20325	1.8611	0.012799	0.098253	0.062731	0.20171
KLHL40	6	0.021632	0.37793	0.51934	0.77968	0.70548	0.803
KLHL41	6	0.083474	1.7372	0.21957	0.51023	0.08236	0.21921
KLHL5	6	0.10741	1.649	0.1405	0.40928	0.099139	0.23891
KLHL6	6	-0.01251	-0.34762	0.70279	0.87873	0.72813	0.81999
KLHL7	6	-0.0070973	-0.10126	0.67378	0.8624	0.91935	0.95521
KLHL8	6	0.13215	2.0399	0.084755	0.32675	0.041361	0.18638
KLHL9	6	0.13909	1.6015	0.071957	0.29835	0.10927	0.2522
KMT2E	6	0.15454	1.5156	0.049488	0.24542	0.12961	0.27703
L3MBTL2	24	-0.20221	-4.0143	0.31598	0.61212	5.9625e-05	0.0014359
L3MBTL3	18	-0.3015	-3.0096	0.10296	0.36309	0.0026162	0.032163
LBR	6	-0.12479	-1.1077	0.78413	0.9102	0.268	0.43443
LZTR1	12	-0.088208	-1.6766	0.97725	0.99457	0.093627	0.23427
MACROD1	6	-0.25335	-2.3492	0.4087	0.69555	0.018816	0.12007
MBD5	6	0.038503	0.90507	0.42691	0.71003	0.36543	0.53181
MBTD1	24	-0.15779	-2.9433	0.54352	0.79825	0.003247	0.038055
MIER1	6	-0.29358	-2.0211	0.3248	0.61884	0.043269	0.18667
MIER2	6	-0.041814	-1.1434	0.84983	0.9411	0.25286	0.41759
MIS18BP1	6	-1.483	-4.2152	0	0	2.4958e-05	0.00065486
MLLT1	6	-0.039977	-0.46791	0.84187	0.93887	0.63985	0.75653
MLLT10	6	-0.46487	-2.119	0.11291	0.37774	0.034094	0.17399
MLLT3	6	-0.70162	-2.9689	0.027873	0.17254	0.0029884	0.035984
MLLT6	12	-0.39936	-3.8619	0.056598	0.26253	0.00011249	0.0023543
MORC1	5	0.23954	1.449	0.0085324	0.076531	0.14734	0.29907
MORC2	6	-0.23651	-1.5339	0.44852	0.72752	0.12506	0.27113
MORC3	6	0.19791	1.9314	0.015643	0.1153	0.053431	0.19295
MORC4	6	0.11167	1.4759	0.13111	0.39673	0.13997	0.28932
MORF4L1	6	-0.53343	-2.1373	0.073379	0.3014	0.03257	0.16865
MPHOSPH8	6	-0.18993	-1.0568	0.57622	0.81628	0.29059	0.45817
MSH6	6	-0.30271	-2.42	0.30518	0.60213	0.015522	0.10575
MSL3	6	0.084544	1.2994	0.21615	0.50767	0.1938	0.35287
MTF2	17	-0.047613	-1.0279	0.65643	0.85481	0.30402	0.47276
MUM1	6	-0.12488	-1.3391	0.78413	0.9102	0.18054	0.33692
MYPOP	6	-0.028917	-0.25291	0.79238	0.91404	0.80034	0.87174
NACC1	6	-0.55905	-1.7936	0.064562	0.28234	0.072881	0.21113
NACC2	6	-0.034032	-0.30668	0.81826	0.92896	0.75908	0.84594
OARD1	6	0.02637	0.74376	0.4872	0.75874	0.45702	0.6221
ORC1	6	-1.5491	-3.7579	0	0	0.00017134	0.0034424
PARP14	18	0.011953	0.42295	0.25512	0.55031	0.67233	0.77991
PARP15	12	0.14556	2.4653	0.008248	0.074359	0.013688	0.097887
PARP9	12	0.072459	1.286	0.10865	0.37232	0.19844	0.35789
PHF1	18	-0.063946	-0.66899	0.75398	0.90316	0.5035	0.6613
PHF10	6	0.057913	1.1414	0.32167	0.61884	0.25369	0.41858
PHF11	6	0.031084	0.69778	0.46473	0.74205	0.48531	0.64475
PHF12	6	-0.88237	-3.1588	0.0099545	0.083933	0.0015841	0.02134
PHF13	6	0.055757	0.72588	0.33362	0.62845	0.46791	0.63082
PHF14	16	0.33842	3.0731	0	0	0.0021187	0.027188
PHF19	18	-0.049866	-1.3474	0.65017	0.853	0.17784	0.33367
PHF20	12	-0.12276	-2.3644	0.81911	0.92903	0.018061	0.11695
PHF20L1	12	0.0075816	0.14048	0.37799	0.6702	0.88828	0.93537
PHF21A	6	0.20406	1.7005	0.012514	0.09713	0.089029	0.22798
PHF21B	6	-0.061828	-1.0434	0.95478	0.99202	0.29676	0.46498
PHF23	6	0.023665	0.35223	0.5054	0.77093	0.72466	0.81795
PHF3	6	0.076183	0.35807	0.24801	0.54128	0.72029	0.81459
PHF6	6	0.12264	1.4282	0.10552	0.36605	0.15324	0.30608
PHF7	24	0.0058723	0.20371	0.19738	0.49225	0.83858	0.89974
PHRF1	15	-0.34422	-3.9169	0.080205	0.31721	8.9708e-05	0.0019976
PSIP1	6	-0.17203	-1.6822	0.62628	0.84207	0.092536	0.23273
PWWP2A	6	0.25003	1.8311	0.0025597	0.029508	0.067083	0.20491
PWWP2B	6	0.12193	1.4441	0.10609	0.36605	0.14871	0.30032
PYGO1	6	0.017336	0.13608	0.54352	0.79825	0.89176	0.93651
PYGO2	6	0.1527	1.7477	0.051195	0.25	0.080521	0.21792
RAI1	6	-0.40007	-1.3532	0.16809	0.45322	0.17598	0.33105
RCBTB1	6	0.075351	0.65308	0.25171	0.54731	0.51371	0.66748
RCBTB2	6	0.027678	0.2445	0.48237	0.75612	0.80684	0.87638
RHOBTB1	12	0.13388	2.6527	0.015074	0.11158	0.0079854	0.068442
RHOBTB2	18	0.069207	2.1879	0.04835	0.24251	0.028674	0.15753
RHOBTB3	6	-0.27194	-2.1154	0.36917	0.66022	0.034393	0.17461
RNF17	42	0	0	0.12543	0.38718	1	1
RSF1	4	-0.015211	-0.18483	0.84386	0.93924	0.85337	0.91005
SCMH1	12	0.025023	0.42903	0.28925	0.59059	0.6679	0.7758
SCML2	12	0.082842	1.8333	0.087031	0.33081	0.066753	0.20491
SFMBT1	24	-0.3944	-5.1496	0.010523	0.087059	2.6108e-07	1.2929e-05
SFMBT2	24	0.14324	3.4059	0.00028441	0.0045045	0.00065953	0.010493
SHKBP1	6	-0.048558	-0.87339	0.88623	0.95877	0.38245	0.54729
SLX4	6	-0.80846	-3.044	0.013652	0.10367	0.0023348	0.029214
SMARCA1	6	0.10814	1.7756	0.13993	0.40928	0.075792	0.21422
SMARCA5	6	-0.3059	-1.641	0.29892	0.59989	0.10079	0.24141
SMARCC1	10	-0.21239	-2.2473	0.43601	0.7185	0.024622	0.14309
SMARCC2	12	-0.093426	-1.9383	0.98862	0.99457	0.052586	0.1926
SMN1	6	-1.4533	-3.9092	0	0	9.2602e-05	0.0020223
SMNDC1	6	-1.1381	-3.8385	0.0017065	0.022305	0.00012381	0.0025457
SND1	6	-0.05768	-1.0156	0.93686	0.98564	0.30983	0.47878
SPIN1	18	0.05127	1.0271	0.088737	0.33405	0.30439	0.47313
SPIN2A	3	0.063253	0.79268	0.52105	0.78157	0.42796	0.59381
SPIN2B	4	0.33315	1.4696	0.0019909	0.024911	0.14167	0.29146
SPIN3	18	0.046643	1.1699	0.10495	0.36605	0.24205	0.40469
SPIN4	18	0.15086	3.0976	0.0011377	0.015564	0.0019512	0.025669
SPOP	6	0.50499	1.7175	0	0	0.085892	0.22391
SPOPL	6	0.32529	1.9397	0.00085324	0.012397	0.052415	0.19257
TAF3	6	-1.1619	-3.7633	0.0011377	0.015564	0.00016769	0.0033885
TCF19	6	-0.061493	-0.80383	0.95307	0.99142	0.4215	0.58762
TCF20	6	0.006666	0.066066	0.59869	0.82679	0.94733	0.97138
TDRD1	21	0.12096	2.9541	0.003413	0.037618	0.0031356	0.036872
TDRD10	6	0.16884	1.2933	0.034414	0.19739	0.19589	0.35521
TDRD12	6	0.050134	0.67815	0.36177	0.65197	0.49767	0.6561
TDRD15	6	0.050839	1.7558	0.35722	0.64843	0.079126	0.21735
TDRD3	6	0.28988	1.9455	0.0011377	0.015564	0.051712	0.19141
TDRD5	6	0.062803	0.88566	0.30432	0.60202	0.3758	0.54127
TDRD6	47	0	0	0.12543	0.38718	1	1
TDRD7	18	0.025462	0.66679	0.188	0.47864	0.5049	0.66237
TDRD9	4	0.2963	1.5933	0.0031286	0.0347	0.11109	0.25463
TDRKH	6	-0.033314	-0.61676	0.81428	0.92684	0.53739	0.68029
TNFAIP1	6	-0.084189	-1.1302	0.94397	0.9881	0.25837	0.42371
TNRC18	12	-0.32911	-2.8884	0.12457	0.38718	0.0038719	0.042409
TSNARE1	6	-0.028949	-0.41456	0.79295	0.9144	0.67846	0.78366
UBR7	6	-0.15055	-1.6019	0.69568	0.87554	0.10917	0.2522
UHRF2	17	0.13832	2.8849	0.0022753	0.027027	0.0039155	0.042754
WHSC1L1	20	0.058727	1.1242	0.055461	0.2619	0.26093	0.42626
YEATS2	6	-1.1819	-3.672	0.0011377	0.015564	0.00024065	0.0047006
YEATS4	6	-0.82213	-2.1419	0.012799	0.098253	0.032201	0.16855
ZBTB22	6	-0.21064	-1.9186	0.51479	0.77816	0.05504	0.19391
ZBTB39	6	-0.11096	-1.8183	0.83248	0.93604	0.069021	0.20827
ZBTB5	6	-0.10858	-1.0868	0.84215	0.93887	0.27714	0.44298
ZBTB8B	6	0.030598	0.28132	0.46843	0.74424	0.77846	0.85719
ZBTB9	6	-0.10742	-0.84871	0.84528	0.93961	0.39604	0.55923
ZCWPW1	12	0.034476	0.2908	0.24204	0.53657	0.77121	0.85332
ZCWPW2	12	-0.12129	-1.6571	0.82395	0.93151	0.097502	0.23636
ZKSANT2	12	0.028409	0.53796	0.27105	0.56862	0.59061	0.7136
ENDOU	6	-0.16974	-1.73	0.6351	0.84712	0.083633	0.22126
ACR	6	-0.34558	-2.408	0.23777	0.53181	0.016041	0.10846
AZU1	6	-0.0565	-1.7497	0.92975	0.98286	0.080163	0.21792
C1R	6	0.049944	0.76758	0.36291	0.65335	0.44274	0.60878
C1RL	6	-0.025456	-0.69936	0.77759	0.90803	0.48433	0.6443
C1S	6	0.079468	1.19	0.23436	0.52712	0.23403	0.39771
C2	6	-0.018059	-0.27717	0.7372	0.89624	0.78165	0.85857
CELA1	6	-0.14197	-2.3122	0.72099	0.88947	0.020765	0.12899
CELA2A	6	0.03076	0.40423	0.46729	0.7431	0.68604	0.78905
CELA2B	6	0.10167	1.8607	0.16041	0.43994	0.062784	0.20171
CELA3A	6	-0.003465	-0.040305	0.65387	0.85306	0.96785	0.98351
CELA3B	6	0.20558	1.9015	0.010808	0.08776	0.057233	0.19638
CFB	6	-0.11614	-1.1608	0.81399	0.92681	0.24573	0.40908
CFD	6	-0.17394	-1.8867	0.62287	0.84067	0.059199	0.19882
CFI	6	0.11568	1.9094	0.11945	0.38147	0.056214	0.19531
CMA1	6	-0.060966	-1.0356	0.95051	0.99022	0.30039	0.46961
CORIN	6	0.087926	1.431	0.20478	0.49724	0.15243	0.30499
CTRB1	6	-0.26398	-2.0578	0.38851	0.67909	0.039614	0.18424
CTRB2	6	-0.27988	-1.75	0.35381	0.64623	0.080118	0.21792
CTRC	6	-0.10952	-1.3669	0.83732	0.93758	0.17167	0.32644
CTRL	6	-0.049215	-0.61353	0.88823	0.96033	0.53953	0.68041
CTSG	6	-0.15556	-1.7326	0.6789	0.86548	0.083175	0.22038
ELANE	6	-0.12328	-1.6629	0.79067	0.91327	0.096338	0.23558
F10	6	-0.08535	-1.4923	0.94056	0.98718	0.13561	0.28568
F11	6	-0.014608	-0.36541	0.71359	0.88314	0.7148	0.8102
F12	6	0.056997	1.0226	0.32509	0.61884	0.30651	0.47517
F2	6	-0.031771	-0.51395	0.80347	0.9211	0.60729	0.72775
F7	6	0.01218	0.28437	0.57082	0.81288	0.77613	0.85598
F9	6	0.14259	1.8044	0.065984	0.28466	0.071175	0.20919
GZMA	6	0.12781	1.9191	0.093572	0.34271	0.054969	0.19385
GZMB	6	-0.060412	-0.73092	0.94824	0.98932	0.46483	0.62787
GZMH	6	-0.065985	-1.4848	0.97127	0.99457	0.13759	0.28737
GZMK	6	-0.017903	-0.65456	0.73692	0.89624	0.51275	0.66649
GZMM	6	-0.45309	-2.6344	0.11917	0.38147	0.0084294	0.070073
HABP2	6	-0.05924	-1.1151	0.94454	0.9881	0.26481	0.43062
HGFAC	6	-0.049471	-1.1344	0.88936	0.96038	0.25661	0.4218
HP	6	0.037807	0.47533	0.43032	0.71402	0.63455	0.75197
HPN	6	0.074942	1.1715	0.25484	0.55003	0.24142	0.40469
HPR	6	0.10426	1.4186	0.15017	0.42277	0.15601	0.30956
KLK1	6	0.025684	0.40275	0.49033	0.75947	0.68713	0.79004
KLK10	6	0.10714	1.769	0.14164	0.41104	0.076891	0.2149
KLK11	6	0.040355	0.59054	0.41667	0.70196	0.55483	0.6852
KLK12	6	0.064906	1.089	0.29693	0.59691	0.27613	0.44192
KLK13	6	0.032795	1.0461	0.45421	0.73358	0.29551	0.46365
KLK14	6	-0.062312	-1.3988	0.9562	0.99233	0.16189	0.31552
KLK15	6	0.032674	0.57087	0.45506	0.73361	0.56808	0.69426
KLK2	6	-0.31814	-1.523	0.27702	0.57667	0.12775	0.2749
KLK3	6	0.029539	0.46392	0.47469	0.74877	0.6427	0.75886
KLK4	6	0.088795	1.0591	0.20165	0.49374	0.28957	0.45697
KLK5	6	0.0068584	0.14562	0.59727	0.82645	0.88422	0.93277
KLK6	6	0.0070793	0.099744	0.59613	0.82645	0.92055	0.95561
KLK7	6	-0.02242	-0.63536	0.76251	0.90316	0.52519	0.67566
KLK9	6	0.0098688	0.2225	0.5839	0.81989	0.82393	0.88999
KLKB1	6	0.057821	0.85292	0.32167	0.61884	0.3937	0.55704
LPA	6	-0.077775	-0.85903	0.97582	0.99457	0.39032	0.55438
MASP1	6	0.081271	1.1718	0.22696	0.51816	0.24126	0.40469
MST1	6	-0.71961	-2.7396	0.022184	0.14471	0.0061522	0.057386
OVCH1	12	0.15093	2.9132	0.0051195	0.052478	0.0035775	0.040187
OVCH2	6	-0.0096326	-0.18509	0.68857	0.87086	0.85316	0.91005
PLAT	6	0.042584	1.5066	0.40671	0.69466	0.13191	0.28074
PLAU	6	0.12049	1.8779	0.11064	0.37488	0.060401	0.19981
PROC	6	0.038594	0.9267	0.42691	0.71003	0.35408	0.52243
PROZ	6	0.079504	1.1576	0.23436	0.52712	0.24702	0.41065
PRSS1	6	0.25826	2.0108	0.0022753	0.027027	0.044351	0.188
PRSS12	6	-0.079531	-1.181	0.96815	0.99457	0.23762	0.40095
PRSS21	6	-0.075344	-1.0795	0.98379	0.99457	0.28036	0.44584
PRSS22	6	0.021646	0.62978	0.51934	0.77968	0.52884	0.67786
PRSS23	6	0.075854	1.4052	0.24972	0.54399	0.15996	0.31365
PRSS27	6	-0.20549	-1.9686	0.53157	0.78761	0.048998	0.18937
PRSS3	6	0.096894	1.4632	0.17378	0.46113	0.14341	0.29313
PRSS33	6	-0.15178	-1.6194	0.6917	0.87325	0.10537	0.24781
PRSS35	6	-0.10047	-1.448	0.8723	0.95248	0.14762	0.29907
PRSS36	18	-0.045946	-1.223	0.61917	0.83885	0.22133	0.38109
PRSS37	6	0.0061939	0.19021	0.60296	0.83027	0.84914	0.90847
PRSS38	6	0.081128	1.3057	0.22725	0.51816	0.19167	0.35087
PRSS41	6	0.059304	1.2496	0.31598	0.61212	0.21146	0.37009
PRSS42	6	-0.057565	-1.2675	0.93544	0.98444	0.20499	0.36309
PRSS45	6	0.053987	1.2603	0.33817	0.62977	0.20757	0.36601
PRSS46	12	-0.065329	-1.7889	0.83675	0.93756	0.07363	0.21164
PRSS48	6	0.13575	1.9727	0.077361	0.30909	0.048534	0.18937
PRSS50	6	0.070677	1.2058	0.27446	0.57236	0.22789	0.38981
PRSS53	18	-0.064521	-2.0195	0.75853	0.90316	0.043436	0.18705
PRSS54	6	-0.080937	-1.745	0.96331	0.99386	0.080993	0.21798
PRSS55	6	0.12649	2.0465	0.096416	0.34985	0.040705	0.18563
PRSS56	6	-0.11097	-1.2998	0.83248	0.93604	0.19367	0.35282
PRSS57	6	0.014388	0.35168	0.55916	0.80739	0.72508	0.81807
PRSS58	6	0.14603	1.9814	0.060865	0.27423	0.047548	0.18869
PRSS8	6	-0.028719	-0.4407	0.79238	0.91404	0.65943	0.76952
PRTN3	6	-0.10161	-2.0336	0.86633	0.94952	0.041994	0.18638
ST14	6	0.11078	2.1336	0.13339	0.40017	0.032879	0.16951
TMPRSS11A	6	0.037863	0.4556	0.42975	0.71341	0.64868	0.76216
TMPRSS11B	6	-0.002517	-0.045382	0.64989	0.853	0.9638	0.98054
TMPRSS11D	6	0.15624	2.012	0.047497	0.23994	0.044222	0.188
TMPRSS11E	6	0.017503	0.30179	0.54266	0.79825	0.76281	0.84828
TMPRSS11F	6	0.071092	1.4406	0.27218	0.56998	0.14969	0.30179
TMPRSS12	6	-0.076369	-1.0248	0.98123	0.99457	0.30544	0.47413
TMPRSS13	6	0.037096	0.90574	0.43373	0.71596	0.36507	0.53181
TMPRSS15	6	0.0094112	0.22034	0.58618	0.8221	0.82561	0.89139
TMPRSS2	6	0.043723	1.178	0.39989	0.68854	0.23879	0.4021
TMPRSS3	6	0.044102	0.90606	0.39875	0.68854	0.3649	0.53181
TMPRSS4	6	0.027471	0.39188	0.48322	0.75612	0.69515	0.7949
TMPRSS5	6	0.098106	1.0653	0.1698	0.45573	0.28672	0.45355
TMPRSS6	6	-0.083047	-0.86656	0.95165	0.99111	0.38618	0.55062
TMPRSS7	6	-0.05933	-0.7685	0.94482	0.9881	0.44219	0.60827
TMPRSS9	18	-0.14584	-2.7336	0.64761	0.853	0.0062654	0.058124
TPSAB1	6	-0.22215	-1.6125	0.48322	0.75612	0.10686	0.25
TPSB2	6	-0.17467	-1.3337	0.62031	0.83885	0.18231	0.33862
TPSD1	6	-0.36087	-1.5189	0.21416	0.50639	0.1288	0.27596
TPSG1	6	-0.35671	-2.0076	0.21957	0.51023	0.044686	0.188
TPP2	12	0.066284	2.0832	0.1277	0.39248	0.037232	0.18007
HTRA1	12	0.14809	2.3441	0.0068259	0.06469	0.019074	0.12085
HTRA3	12	0.048321	1.7269	0.18515	0.47518	0.084193	0.22241
HTRA4	12	0.066898	1.4609	0.12628	0.38913	0.14404	0.2941
HTRA2	12	-1.7257	-6.505	0	0	7.7672e-11	9.7534e-09
IMMP1L	6	0.054291	0.62595	0.33675	0.62845	0.53135	0.67903
IMMP2L	6	0.11757	2.0824	0.1149	0.3785	0.03731	0.1802
SEC11A	12	-0.053643	-0.86756	0.75825	0.90316	0.38564	0.55046
SEC11C	6	0.086342	1.3635	0.21132	0.50441	0.17274	0.32759
CLPP	6	-0.44854	-2.7819	0.12173	0.38663	0.0054036	0.052484
RHBDF1	6	-0.45704	-2.8293	0.11633	0.37972	0.0046651	0.046864
RHBDF2	12	-0.03299	-1.2019	0.6351	0.84712	0.22939	0.39134
RHBDD2	6	-0.064664	-0.96676	0.96559	0.99386	0.33366	0.50199
PSMB10	6	-0.023692	-0.42019	0.76962	0.90569	0.67434	0.78148
PSMB7	6	-2.5024	-4.8013	0	0	1.5761e-06	6.6764e-05
PSMB6	6	-1.827	-3.8576	0	0	0.0001145	0.0023821
PSMB9	6	0.021748	0.59564	0.51792	0.77954	0.55142	0.68284
PSMB5	6	-2.5182	-5.626	0	0	1.8439e-08	1.2495e-06
PSMB8	6	0.082881	0.87509	0.2227	0.51479	0.38152	0.54666
PSMB4	6	-2.7809	-2.8313	0	0	0.0046356	0.046864
PSMB3	6	-2.1414	-2.1061	0	0	0.035197	0.17628
PSMB2	6	-2.0898	-4.2252	0	0	2.3869e-05	0.00064064
PSMB1	6	-2.813	-2.8116	0	0	0.0049293	0.049078
PSMA7	6	-2.877	-6.051	0	0	1.4394e-09	1.4058e-07
PSMA8	6	0.085208	1.7786	0.21473	0.50671	0.075311	0.21402
PSMA6	6	-3.0762	-6.9844	0	0	2.8611e-12	5.2945e-10
PSMA5	6	-1.6679	-2.7534	0	0	0.0058978	0.055445
PSMA4	6	-2.3631	-5.5085	0	0	3.6192e-08	2.3123e-06
PSMA3	6	-0.97028	-2.5255	0.0062571	0.060942	0.011553	0.08753
PSMA2	6	-2.2231	-4.4539	0	0	8.4317e-06	0.00026005
PSMA1	6	-2.3637	-4.402	0	0	1.0727e-05	0.00031962
TPP1	6	0.0035593	0.15424	0.61718	0.83885	0.87742	0.92922
DPP10	6	-0.041302	-0.95382	0.8467	0.93971	0.34017	0.5086
DPP4	6	0.14171	2.0544	0.067122	0.28745	0.039937	0.18428
DPP6	6	0.067349	1.3463	0.28868	0.58977	0.1782	0.33398
DPP8	6	-0.022399	-0.41883	0.76251	0.90316	0.67534	0.78232
DPP9	6	-0.27977	-2.4938	0.3541	0.64642	0.012638	0.09296
PREP	6	0.034679	0.60201	0.44795	0.72752	0.54717	0.68182
PCSK1	6	-0.0032852	-0.071934	0.65301	0.85306	0.94265	0.96855
PCSK2	6	-0.10892	-1.4487	0.83959	0.93833	0.14741	0.29907
PCSK4	6	-0.22635	-1.4704	0.47355	0.74865	0.14147	0.29121
PCSK5	6	0.18463	1.8081	0.021047	0.13936	0.070594	0.20919
PCSK6	6	0.077268	0.99985	0.24346	0.5387	0.31738	0.48564
PCSK7	6	0.10086	1.9277	0.16325	0.44531	0.05389	0.19295
PCSK9	6	0.016307	0.20289	0.5492	0.80224	0.83922	0.89988
MBTPS1	6	-1.9948	-4.4235	0	0	9.7116e-06	0.00029185
FURIN	6	0.019423	0.29733	0.53157	0.78761	0.76622	0.85012
PRSS16	6	0.16984	0.66201	0.032708	0.19103	0.50797	0.66357
DPP7	6	-0.040592	-0.74778	0.84414	0.93924	0.45459	0.61999
PRCP	6	0.080745	1.0829	0.22924	0.52031	0.27884	0.44462
CPVL	6	0.11286	1.4899	0.12799	0.39267	0.13626	0.28603
